,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
5259,,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1350E/ORLANDO ATCT ADVISED, A321, MSP - MCO, REPORTED A BLACK QUADCOPTER FROM THE 10 O'CLOCK POSITION WHILE N BOUND AT 1,200 FEET 3 S MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY SHERIFF HELO UNIT NOTIFIED.",2022-11-06,MCO,N BOUND,1350E,ORLANDO ATCT,MSP - MCO,3 S MCO,"AT 1,200 FEET",KMCO,large_airport,Orlando International Airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016"
5260,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1511E/OPA LOCKA FCT ADVISED, MH65, REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE E BOUND AT 500 FEET 1 W OPF. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",2022-11-06,OPF,E BOUND,1511E,OPA LOCKA FCT,,1 W OPF,AT 500 FEET,KOPF,medium_airport,Miami-Opa Locka Executive Airport,8.0,,US,US-FL,Miami,KOPF,OPF,KOPF,OPF,"25.907, -80.278397"
5261,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1555E/JF KENNEDY ATCT ADVISED, A35K, LONDON, UNITED KINGDOM (EGLL) - JFK, REPORTED A WHITE QUADCOPTER FROM THE RIGHT SIDE WHILE SW BOUND AT 2,000 FEET 7 NE JFK. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2022-11-06,NEW,SW BOUND,1555E,JF KENNEDY ATCT,"LONDON, UNITED KINGDOM (EGLL) - JFK",7 NE JFK,"AT 2,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5262,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1626E/JF KENNEDY ATCT ADVISED, B772, LONDON, UNITED KINGDOM (EGLL) - JFK, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE SW BOUND AT 2,000 FEET 10 SW JFK. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-11-06,NEW,SW BOUND,1626E,JF KENNEDY ATCT,"LONDON, UNITED KINGDOM (EGLL) - JFK",10 SW JFK,"AT 2,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5263,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1232E/MIAMI TRACON ADVISED, A20N, SAN JUAN, PUERTO RICO (SJU) - MIA, REPORTED A YELLOW/BLACK UAS WHILE W BOUND AT 2,500 6 SW MIA. NO EVASIVE ACTION TAKEN. DADE COUNTY SHERIFF NOTIFIED.",2022-11-07,SAN,W BOUND,1232E,MIAMI TRACON,"SAN JUAN, PUERTO RICO (SJU) - MIA",6 SW MIA,,KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
5264,,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1518E/NEW YORK TRACON ADVISED, CRJ9, EWR - RDU, REPORTEDÂ A METALLIC/SILVER UAS AT 5900 FEET WHILE SOUTHBOUND 3 SW COL VOR. NO INJURIES REPORTED. NO EVASIVE ACTION REPORTED AIRCRAFT CONTINUED TO DESTINATION WITHOUT FURTHER INCIDENT. NJ HOMELAND SECURITY WAS NOTIFIED.",2022-11-07,RDU,,1518E,NEW YORK TRACON,EWR - RDU,3 SW COL VOR,AT 5900 FEET,KRDU,large_airport,Raleigh Durham International Airport,435.0,,US,US-NC,Raleigh/Durham,KRDU,RDU,KRDU,RDU,"35.877602, -78.787498"
5265,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1849E/NEW YORK TRACON ADVISED, PIPER PA32, REPORTED A WHITE UAS HEADED NORTHEAST BOUND 50 FEET FROM AIRCRAFT POSITION SAME ALTITUDE 8 NW JFK. RELATIVE CLOCK POSITION NOT REPORTED. NO INJURIES REPORTED. NO EVASIVE ACTION REPORTED. AIRCRAFT CONTINUED TO DESTINATION WITHOUT FURTHER INCIDENT. NASSAU COUNTY AVIATION WAS NOTIFIED.",2022-11-07,NEW,,1849E,NEW YORK TRACON,,8 NW JFK,,KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5266,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1117E/DETROIT ATCT ADVISED, A320, ATL - DTW, REPORTED A WHITE QUADCOPTER UAS FROM THE RIGHT SIDE WHILE NE BOUND AT 3,300 FEET 8 SW DTW. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.",2022-11-08,ATL,NE BOUND,1117E,DETROIT ATCT,ATL - DTW,8 SW DTW,"AT 3,300 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
5267,,MICHIGAN,DETROIT,"CORRECTION INFO (DISTRIBUTION GROUP) FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1117E/DETROIT ATCT ADVISED, A320, ATL - DTW, REPORTED A WHITE QUADCOPTER UAS FROM THE RIGHT SIDE WHILE NE BOUND AT 3,300 FEET 8 SW DTW. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.",2022-11-08,ATL,NE BOUND,1117E,DETROIT ATCT,ATL - DTW,8 SW DTW,"AT 3,300 FEET",KATL,large_airport,Hartsfield Jackson Atlanta International Airport,1026.0,,US,US-GA,Atlanta,KATL,ATL,KATL,ATL,"33.6367, -84.428101"
5269,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1345E/NEW YORK TRACON ADVISED, E75S, LGA - ATL, REPORTED A UAS WHILE NE BOUND AT 2,500 FEET 10 SW LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",2022-11-09,LGA,NE BOUND,1345E,NEW YORK TRACON,LGA - ATL,10 SW LGA,"AT 2,500 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
5270,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1748E/LAGUARDIA ATCT ADVISED, HELO, REPORTED A UAS WHILE E BOUND AT 400 FEET IN VCNTY OF UN BUILDING. NO EVASIVE ACTION REPORTED. NYPD NOTIFIED.",2022-11-09,NEW,E BOUND,1748E,LAGUARDIA ATCT,,,AT 400 FEET,KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5271,,ALABAMA,MOBILE,"PRELIM INFO FROM FAA OPS: MOBILE, AL/UAS SIGHTING/2018C/MOBILE ATCT ADVISED, H60, REPORTED POSSIBLE UAS 1,000 FEET BELOW ACFT WHILE NW BOUND AT 1,200 FEET 4 N MOB. NO EVASIVE ACTION REPORTED. PILOT STATED UAS WAS IN VCNTY OF PROVIDENCE HOSPITAL. MOBILE CITY PD NOTIFIED.",2022-11-09,MOB,NW BOUND,2018C,MOBILE ATCT,,4 N MOB,"AT 1,200 FEET",KMOB,medium_airport,Mobile Regional Airport,219.0,,US,US-AL,Mobile,KMOB,MOB,KMOB,MOB,"30.6912, -88.242798"
5272,,OKLAHOMA,MC ALESTER,"PRELIM INFO FROM FAA OPS: MC ALESTER, OK/UAS SIGHTING/0734C/FORT-WORTH ARTCC ADVISED, CIRRUS SR22, OUN - TXK, REPORTED AN 8 TO 10 FOOT WIDE RED WITH YELLOW STRIPED UAS 200 FEET BELOW WHILE WNW BOUND AT 10,000 FEET 32 SSE MLC. NO EVASIVE ACTION TAKEN. OKLAHOMA PD NOTIFIED.",2022-11-10,OUN,WNW BOUND,0734C,,OUN - TXK,32 SSE MLC,"AT 10,000 FEET",KOUN,small_airport,University of Oklahoma Westheimer Airport,1182.0,,US,US-OK,Norman,KOUN,OUN,KOUN,OUN,"35.2456, -97.472099"
5274,,INDIANA,TERRE HAUTE,"PRELIM INFO FROM FAA OPS: TERRE HAUTE, IN/UAS SIGHTING/1250E/TERRE HAUTE ATCT ADVISED, DIAMOND DV20, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 4,000 FEET 10 NW HUF. NO EVASIVE ACTION TAKEN. VIGO COUNTY SHERIFF NOTIFIED.",2022-11-10,HUF,NW BOUND,1250E,TERRE HAUTE ATCT,,10 NW HUF,"AT 4,000 FEET",KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",589.0,,US,US-IN,Terre Haute,,HUF,KHUF,HUF,"39.4515, -87.307602"
5275,,MISSOURI,STEELE,"PRELIM INFO FROM FAA OPS: STEELE, MO/UAS SIGHTING/1536C/MEMPHIS ARTCC ADVISED, PIPER PA34, NQA - ENW, REPORTED A LARGE RED DRONE UAS 500 FEET BELOW WHILE N BOUND AT 9,000 FEET 2 E M12. NO EVASIVE ACTION TAKEN. STEELE PD NOTIFIED.",2022-11-10,NQA,N BOUND,1536C,MEMPHIS ARTCC,NQA - ENW,,"AT 9,000 FEET",KNQA,medium_airport,Millington-Memphis Airport,320.0,,US,US-TN,Millington,KNQA,NQA,KNQA,NQA,"35.356701, -89.8703"
5276,,IDAHO,BOISE,"PRELIM INFO FROM FAA OPS: BOISE, ID/UAS SIGHTING/1915M/BOISE TRACON ADVISED, PILATUS PC12, REPORTED UAS AT THE 9 O'CLOCK POSITION AT SAME ALTITUDE WHILE NW BOUND AT 9,000 FEET 19 ESE BOI. NO EVASIVE ACTION REPORTED. ADA COUNTY SHERIFF NOTIFIED.",2022-11-10,BOI,NW BOUND,1915M,BOISE TRACON,,19 ESE BOI,"AT 9,000 FEET",KBOI,medium_airport,Boise Air Terminal/Gowen Field,2871.0,,US,US-ID,Boise,KBOI,BOI,KBOI,BOI,"43.5644, -116.223"
5277,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1638E/OPA LOCKA FCT ADVISED, CESSNA C172, REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 1 S OPF. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",2022-11-11,OPF,E BOUND,1638E,OPA LOCKA FCT,,1 S OPF,"AT 1,000 FEET",KOPF,medium_airport,Miami-Opa Locka Executive Airport,8.0,,US,US-FL,Miami,KOPF,OPF,KOPF,OPF,"25.907, -80.278397"
5278,,CALIFORNIA,SAN JOSE,"PRELIM INFO FROM FAA OPS: SAN JOSE, CA/UAS SIGHTING/1420P/REID-HILLVIEW ATCT ADVISED, CESSNA C172, REPORTED A GRAY UAS FROM THE 2 O'CLOCK POSITION WHILE ON TWY E AFTER LANDING RUNWAY 31R RHV. NO EVASIVE ACTION REPORTED. ARPT OPERATIONS NOTIFIED.",2022-11-12,SAN,,1420P,,,,,KSAN,large_airport,San Diego International Airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441"
5279,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0702E/JF KENNEDY ATCT ADVISED, A320, BOS - JFK, REPORTED A WHITE UAS FROM THE RIGHT SIDE WHILE WNW BOUND AT 700 FEET 2 ESE JFK. NO EVASIVE ACTION TAKEN. ARPT OPERATIONS NOTIFIED.",2022-11-13,BOS,WNW BOUND,0702E,JF KENNEDY ATCT,BOS - JFK,2 ESE JFK,AT 700 FEET,KBOS,large_airport,Logan International Airport,20.0,,US,US-MA,Boston,KBOS,BOS,KBOS,BOS,"42.36197, -71.0079"
5280,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/1313E/MIAMI TRACON ADVISED, B763, BOGOTA COLOMBIA (SKBO) - MIA, REPORTED A WHITE AND RED UAS FROM THE 2 O'CLOCK POSITION WHILE W BOUND AT 3,000 FEET 10 WSW MIA. NO EVASIVE ACTION TAKEN. METRO DADE PD NOTIFIED.",2022-11-13,RED,W BOUND,1313E,MIAMI TRACON,BOGOTA COLOMBIA (SKBO) - MIA,10 WSW MIA,"AT 3,000 FEET",KRVL,small_airport,Mifflin County Airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371"
5281,,CONNECTICUT,WINDSOR LOCKS,"PRELIM INFO FROM FAA OPS: WINDSOR LOCKS, CT/UAS SIGHTING/1537E/BRADLEY ATCT ADVISED, E55P, BDL - DSM, REPORTED A METALLIC SILVER UAS FROM THE 3 O'CLOCK POSITION WHILE NNW BOUND AT 300 FEET 1 SSE BDL. NO EVASIVE ACTION TAKEN. CONNECTICUT STATE PD NOTIFIED.",2022-11-13,DSM,NNW BOUND,1537E,BRADLEY ATCT,BDL - DSM,1 SSE BDL,AT 300 FEET,KDSM,medium_airport,Des Moines International Airport,958.0,,US,US-IA,Des Moines,KDSM,DSM,KDSM,DSM,"41.534, -93.663101"
5282,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1447C/CHICAGO TRACON ADVISED, B753, SFO - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,900 FEET 13 SE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2022-11-13,ORD,E BOUND,1447C,CHICAGO TRACON,SFO - ORD,13 SE ORD,"AT 5,900 FEET",KORD,large_airport,Chicago O'Hare International Airport,680.0,,US,US-IL,Chicago,KORD,ORD,KORD,ORD,"41.9786, -87.9048"
5283,,NORTH CAROLINA,GREENSBORO,"PRELIM INFO FROM FAA OPS: GREENSBORO, NC/UAS SIGHTING/1711E/GREENSBORO ATCT ADVISED, PIPER P28, REPORTED A UAS WITH RED FLASHING LIGHTS FROM 6 O'CLOCK POSITION WHILE NORTHBOUND AT 3,000 FEET 7 S GSO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-11-13,GSO,,1711E,GREENSBORO ATCT,,7 S GSO,"AT 3,000 FEET",KGSO,medium_airport,Piedmont Triad International Airport,925.0,,US,US-NC,Greensboro,KGSO,GSO,KGSO,GSO,"36.097801, -79.937302"
5284,,PENNSYLVANIA,MODENA,"PRELIM INFO FROM FAA OPS: MODENA, PA/UAS SIGHTING/0957C/JF KENNEDY ATCT ADVISED, CRJ7, BGR - DCA, UAS REPORTED AT 1,000 FEET HEADING E BOUND VCNTY OF MODENA. NO EVASIVE ACTION REPORTED. PA STATE PD NOTIFIED.",2022-11-14,BGR,,0957C,JF KENNEDY ATCT,BGR - DCA,,"AT 1,000 FEET",KBGR,medium_airport,Bangor International Airport,192.0,,US,US-ME,Bangor,KBGR,BGR,KBGR,BGR,"44.8074, -68.828102"
5285,,KENTUCKY,COVINGTON,"PRELIM INFO FROM FAA OPS: COVINGTON, KY/UAS SIGHTING/LATE REPORT-0622E/INDIANAPOLIS ARTCC ADVISED, CRJ9, CVG - LGA, REPORTED A UAS FROM THE LEFT SIDE AT 11,800 FEET 15 N CVG. NO EVASIVE ACTION TAKEN. WARREN COUNTY SHERIFF NOTIFIED.",2022-11-14,CVG,,,INDIANAPOLIS ARTCC,CVG - LGA,15 N CVG,"AT 11,800 FEET",KCVG,large_airport,Cincinnati Northern Kentucky International Airport,896.0,,US,US-KY,Cincinnati / Covington,KCVG,CVG,KCVG,CVG,"39.048801, -84.667801"
5286,,COLORADO,CENTENNIAL,"PRELIM INFO FROM FAA OPS: CENTENNIAL, CO/UAS SIGHTING/1135M/CENTENNIAL ATCT ADVISED, CESSNA C525, REPORTED WHITE QUAD COPTER UAS WHILE N BOUND OFF LEFT SIDE  AT 7,000 FEET VCNTY HESS RESERVOIR. NO EVASIVE ACTION REPORTED. DOUGLAS COUNTY SHERIFF NOTIFIED.",2022-11-14,OFF,N BOUND,1135M,CENTENNIAL ATCT,,,"AT 7,000 FEET",KOFF,medium_airport,Offutt Air Force Base,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851"
5287,,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/1501P/CHINO ATCT ADVISED, CESSNA C172, REPORTED UAS 500 FEET BELOW WHILE NW BOUND AT 2,000 FEET 4 SE CNO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-11-14,CNO,NW BOUND,1501P,CHINO ATCT,,4 SE CNO,"AT 2,000 FEET",KCNO,small_airport,Chino Airport,650.0,,US,US-CA,Chino,KCNO,CNO,KCNO,CNO,"33.97470093, -117.637001"
5288,,MONTANA,MC LEOD,"PRELIM INFO FROM FAA OPS: MC LEOD, MT/UAS SIGHTING/2053M/SKY WEST 5550, CRJ2, DEN - HLN, REPORTED LIGHTS INCREASING INTENSITY AND CHANGING DIRECTIONS APPROXIMATELY 45 E BOZEMAN. ALTITUDES SEEMED TO BE ABOVE THEM BUT NOT BY MUCH. NO OTHER TRAFFIC SEEN OR REPORTED BY THE CONTROLLER. ACFT WAS LEVEL AT FL320.",2022-11-14,HLN,,2053M,,DEN - HLN,45 E BOZEMAN,,KHLN,medium_airport,Helena Regional Airport,3877.0,,US,US-MT,Helena,KHLN,HLN,KHLN,HLN,"46.6068, -111.983002"
5289,,MONTANA,MC LEOD,"PRELIM INFO FROM FAA OPS: MC LEOD, MT/UAS SIGHTING/2053M/, B739, ATL - PDX, REPORTED LIGHTS INCREASING INTENSITY AND CHANGING DIRECTIONS APPROXIMATELY 45 E BOZEMAN. ALTITUDES SEEMED TO BE ABOVE THEM BUT NOT BY MUCH. NO OTHER TRAFFIC SEEN OR REPORTED BY THE CONTROLLER. ACFT WAS LEVEL AT FL360.",2022-11-14,AND,,2053M,,ATL - PDX,45 E BOZEMAN,,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5290,,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS SIGHTING/1131E/WASHINGTON ATCT ADVISED, E170, EWR - DCA, REPORTED A GREY QUADCOPTER UAS AT 1,000 FEET WHILE N BOUND SAME ALTITUDE 3 S DCA. NO EVASIVE ACTION TAKEN. ALEXANDRIA PD NOTIFIED.",2022-11-16,EWR,N BOUND,1131E,WASHINGTON ATCT,EWR - DCA,3 S DCA,"AT 1,000 FEET",KEWR,large_airport,Newark Liberty International Airport,18.0,,US,US-NJ,Newark,KEWR,EWR,KEWR,EWR,"40.692501, -74.168701"
5291,,CALIFORNIA,WATSONVILLE,"PRELIM INFO FROM FAA OPS: WATSONVILLE, CA/UAS SIGHTING/0916P/NORCAL TRACON ADVISED, CESSNA C182, PAO - MRY, REPORTED A BLACK UAS 1,000 FEET BELOW ACFT WHILE SE BOUND AT 5,500 FEET 5 SW WVI. NO EVASIVE ACTION TAKEN. SANTA CRUZ SHERIFF NOTIFIED.",2022-11-16,PAO,SE BOUND,0916P,NORCAL TRACON,PAO - MRY,5 SW WVI,"AT 5,500 FEET",KPAO,medium_airport,Palo Alto Airport,4.0,,US,US-CA,Palo Alto,KPAO,PAO,KPAO,PAO,"37.461102, -122.114998"
5292,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1410E/NEW YORK TRACON ADVISED, A343, BERLIN, GERMANY (EDDB) - JFK, REPORTED A LIGHT COLORED UAS AT THE 12 O'CLOCK POSITION WHILE ENE BOUND AT 7,200 FEET 5 WSW ISP. NO EVASIVE ACTION TAKEN. SUFFOLK COUNTY PD AVIATION UNIT NOTIFIED.",2022-11-16,ISP,ENE BOUND,1410E,NEW YORK TRACON,"BERLIN, GERMANY (EDDB) - JFK",5 WSW ISP,"AT 7,200 FEET",KISP,medium_airport,Long Island Mac Arthur Airport,99.0,,US,US-NY,Islip,KISP,ISP,KISP,ISP,"40.79520035, -73.10019684"
5293,,CALIFORNIA,TORRANCE,"PRELIM INFO FROM FAA OPS: TORRANCE, CA/UAS SIGHTING/1505P/TORRANCE ATCT ADVISED, CESSNA C152, REPORTED A BLUE UAS WHILE W BOUND AT 600 FEET 3 W TOA. NO EVASIVE ACTION TAKEN. TORRANCE PD NOTIFIED.",2022-11-17,TOA,W BOUND,1505P,TORRANCE ATCT,,3 W TOA,AT 600 FEET,KTOA,small_airport,Zamperini Field,103.0,,US,US-CA,Torrance,KTOA,TOA,KTOA,TOA,"33.803398132324, -118.33999633789"
5294,,WEST VIRGINIA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, WV/UAS SIGHTING/1853E/CHARLESTON ATCT ADVISED, CIRRUS SR20, REPORTED A UAS WHILE NE BOUND AT 1,800 FEET 1 SSW CRW. NO EVASIVE ACTION TAKEN. CHARLESTON PD NOTIFIED.",2022-11-17,CRW,NE BOUND,1853E,CHARLESTON ATCT,,1 SSW CRW,"AT 1,800 FEET",KCRW,medium_airport,Yeager Airport,981.0,,US,US-WV,Charleston,KCRW,CRW,KCRW,CRW,"38.3731, -81.593201"
5295,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1018P/LOS ANGELES ARTCC ADVISED, A319, DEN - LAX, REPORTED A 3 FOOT WIDE UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 13,000 FEET 10 NW LAX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.  7-3333 EC/ER",2022-11-18,DEN,SW BOUND,1018P,LOS ANGELES ARTCC,DEN - LAX,10 NW LAX,"AT 13,000 FEET",KDEN,large_airport,Denver International Airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521"
5296,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/0714E/BOSTON ATCT ADVISED, A21N, BOS - MIA, REPORTED A WHITE AND SILVER BASKETBALL SIZED UAS RIGHT OFF WINGTIP AT 2 O'CLOCK POSITION WHILE W BOUND AT 8,200 FEET 8 W BOSTON. MASS STATE POLICE NOTIFIED.",2022-11-20,OFF,W BOUND,0714E,BOSTON ATCT,BOS - MIA,8 W BOSTON,"AT 8,200 FEET",KOFF,medium_airport,Offutt Air Force Base,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851"
5297,,LOUISIANA,BATON ROUGE,"PRELIM INFO FROM FAA OPS: BATON ROUGE, LA/UAS SIGHTING/1012C/BATON ROUGE ATCT ADVISED, EUROCOPTER EC135, REPORTED A LARGE, SILVER UAS WITH FLASHING LIGHTS WHILE S BOUND AT 1,000 FEET 6 SE BTR (30.62N/91.46W). RELATIVE POSITION TO AIRCRAFT NOT REPORTED. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2022-11-20,BTR,S BOUND,1012C,BATON ROUGE ATCT,,,"AT 1,000 FEET",KBTR,medium_airport,Baton Rouge Metropolitan Airport,70.0,,US,US-LA,Baton Rouge,KBTR,BTR,KBTR,BTR,"30.533199, -91.149597"
5298,,NEW HAMPSHIRE,MANCHESTER,"PRELIM INFO FROM FAA OPS: MANCHESTER, NH/UAS SIGHTING/1405E/BOSTON TRACON ADVISED, PIPER P28A, REPORTED A WHITE UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 15 SSE MHT. NO EVASIVE ACTION TAKEN. NEW HAMPSHIRE STATE PD NOTIFIED.",2022-11-20,NEW,SW BOUND,1405E,BOSTON TRACON,,15 SSE MHT,"AT 3,000 FEET",KNEW,medium_airport,Lakefront Airport,8.0,,US,US-LA,New Orleans,KNEW,NEW,KNEW,NEW,"30.042400360107, -90.028297424316"
5299,,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1654E/DETROIT ATCT ADVISED, B772, PARIS, FRANCE (LFPG) - DTW, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE SSW BOUND AT 2,000 FEET 4 NNE DTW. NO EVASIVE ACTION TAKEN. MICHIGAN STATE PD NOTIFIED.",2022-11-20,DTW,SSW BOUND,1654E,DETROIT ATCT,"PARIS, FRANCE (LFPG) - DTW",4 NNE DTW,"AT 2,000 FEET",KDTW,large_airport,Detroit Metropolitan Wayne County Airport,645.0,,US,US-MI,Detroit,KDTW,DTW,KDTW,DTW,"42.21377, -83.353786"
5300,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1148E/LA GUARDIA ATCT ADVISED, CRJ9, BUF - LGA, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE SW BOUND AT 2,000 FEET 5 NE LGA. NO EVASIVE ACTION TAKEN. LEO INFORMATION NOT PROVIDED.",2022-11-21,LGA,SW BOUND,1148E,LA GUARDIA ATCT,BUF - LGA,5 NE LGA,"AT 2,000 FEET",KLGA,large_airport,LaGuardia Airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597"
5301,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1329E/ATLANTA ATCT ADVISED, A321, ATL - ORD, REPORTED A BLACK UAS OPERATING BETWEEN RUNWAY 8R AND TWY E BELOW 100 FEET. NO IMPACT TO OPERATIONS. 911 NOTIFIED.",2022-11-21,AND,,1329E,ATLANTA ATCT,ATL - ORD,,,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
5302,,CALIFORNIA,TORRANCE,"PRELIM INFO FROM FAA OPS: TORRANCE, CA/UAS SIGHTING/1200P/TORRANCE ATCT ADVISED, UNKN ACFT TYPE,  RECEIVED  PHONE CALL FROM CITY OF TORRENCE.  CITY ADVISED PILOT REPORTED UAS OPERATING AT CROSS STREETS OF EL DORADO AND MAPLE.  NO DESCRIPTION OF UAS PROVIDED. NO LEO PHONE NUMBER PROVIDED.",2022-11-22,AND,,1200P,TORRANCE ATCT,,,,KAND,medium_airport,Anderson Regional Airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001"
