date_of_sighting,state,city,summary,faa_code,Facility Type,latitude,longitude,Facility Name,Direction,Time,Authority Advised,Route,Location,Altitude
2020-02-23,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS INCIDENT/1242M/ELP ATCT ADVISED E170, ORD - ELP, REPORTED A UAS 100 FEET OFF THE LEFT SIDE WHILE DESCENDING OUT OF 8,300 FEET FOR 8,000 FEET VCNTY ELP. NO EVASIVE ACTION TAKEN. TEXAS DPS NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1242M,ELP ATCT,ORD - ELP,000 FEET VCNTY ELP. NO EVASIVE ACTION TAKEN. TEXAS DPS NOTIFIED,
2020-02-24,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1052E/NEW YORK TRACON ADVISED GULFSTREAM  REPORTED A WHITE UAS AT 2000 FEET. NO EVASIVE ACTION WAS TAKEN. LAW ENFORCEMENT NOTIFIED.",NEW,AIRPORT,30.0424166666667,-90.02825,LAKEFRONT,,1052E,NEW YORK TRACON,,,
2020-02-24,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS INCIDENT/1325E/NEW YORK TRACON ADVISED A320, RSW - EWR, REPORTED A BLACK UAS AT 3,000 FEET 5 N TETERBORO. NO EVASIVE ACTIONS REPORTED. NJ HOMELAND SECURITY NOTIFIED.",RSW,AIRPORT,26.5361638888889,-81.755155,SOUTHWEST FLORIDA INTL,,1325E,NEW YORK TRACON,RSW - EWR,5 N TETERBORO. NO EVASIVE ACTIONS REPORTED. NJ HOMELAND SECURITY NOTIFIED,"AT 3,000 FEET"
2020-02-24,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS INCIDENT/1235M/FALCON FIELD ATCT ADVISED SCHWEIZER H269, WAS IN THE NORTH HELICOPTER PATTERN TO ECHO RAMP AT FALCON FIELD AND OBSERVED A FIXED WING RC PLANE NORTH OF THE ECHO RAMP AT 100 FEET. AIRPORT OPERATIONS WAS NOTIFIED AND DISPATCHED TO THE LOCATION. AIRPORT OPERATIONS DID NOT LOCATE THE RC PILOT.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1235M,FALCON FIELD ATCT,,,
2020-02-26,NEVADA,RENO,"PRELIM INFO FROM FAA OPS: RENO, NV/UAS INCIDENT/0455P/W-ROC ADVISED RENO AIRPORT POLICE REPORTED A UAS WITH WHITE FLASHING L.E.D. LIGHT AT APPROXIMATELY 80 FEET OVER THE AIRPORT TERMINAL. THE UAS WAS FIRST SPOTTED OVER THE ""B"" CONCOURSE THEN BEGAN MOVING SSE ACROSS ALL THREE RUNWAYS. AIRPORT OPERATIONS PERFORMED A RUNWAY INSPECTION. THE UAS WAS NOT SITED. ALL RUNWAYS ARE CLEAR AND OPEN. AIRPORT OPS, POLICE, AND TSA WERE ALL NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,0455P,,,80 FEET OVER THE AIRPORT TERMINAL,
2020-02-26,FLORIDA,WEST PALM BEACH,"PRELIM INFO FROM FAA OPS: WEST PALM BEACH, FL/UAS INCIDENT/1055E/PALM BEACH ATCT ADVISED A321, PHL - PBI, REPORTED A WHITE QUAD COPTER UAS AT SAME ALTITUDE WHILE INBOUND TO PBI AT 400 FEET 1 W WEST PALM BEACH. NO EVASIVE ACTION REPORTED. PALM BEACH COUNTY SHERIFF NOTIFIED.",PBI,AIRPORT,26.6831616666667,-80.0955919444444,PALM BEACH INTL,,1055E,PALM BEACH ATCT,PHL - PBI,1 W WEST PALM BEACH. NO EVASIVE ACTION REPORTED. PALM BEACH COUNTY SHERIFF NOTIFIED,AT 400 FEET
2020-02-26,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1053C/HOUSTON ATCT ADVISED E75L, DCA - IAH, REPORTED A WHITE UAS PASS ON LEFT SIDE OF ACFT AT 2,000 FEET 8 NE IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,1053C,HOUSTON ATCT,DCA - IAH,8 NE IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED,"AT 2,000 FEET"
2020-02-27,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1455E/LAGUARDIA ATCT ADVISED E190, DCA - LGA, REPORTED A UAS AT 3,500 FEET VCNTY LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED. NO ADDITIONAL INFORMATION PROVIDED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,1455E,LAGUARDIA ATCT,DCA - LGA,500 FEET VCNTY LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED. NO ADDITIONAL INFORMATION PROVIDED,"AT 3,500 FEET"
2020-02-27,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1525E/E-ROC ADVISED CESSNA C25A, REPORTED PASSING A UAS OFF LEFT SIDE AT 3,000 FEET 22 SSW ORL. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY PD NOTIFIED.",ORL,AIRPORT,28.5454616666667,-81.33293,EXEC,,1525E,,,22 SSW ORL. NO EVASIVE ACTION TAKEN. OSCEOLA COUNTY PD NOTIFIED,"AT 3,000 FEET"
2020-02-27,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1555E/E-ROC ADVISED PIPER P28A, WAS IN LEFT CLOSED TRAFFIC ON RUNWAY 3R, ON THE LEFT BASE AT 1,000 FEET, THE PILOT SAW A BLACK QUAD COPTER PASS OFF HIS LEFT WING BY 2 FEET. EVASIVE ACTION NOT REPORTED. LAW ENFORCEMENT NOTIFIED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1555E,,,,
2020-02-27,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS INCIDENT/1649E/FAA LEAP ADVISED FEDERAL PROTECTIVE SERVICES (FPS) REPORTED SEEING 10-15 UAS FLYING OVER THE FEDERAL COURTHOUSE IN ORLANDO. FAA LEAP AND FBI INVESTIGATING.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1649E,FAA LEAP,,15 UAS FLYING OVER THE FEDERAL COURTHOUSE IN ORLANDO. FAA LEAP AND FBI INVESTIGATING,
2020-02-27,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1705E/LAGUARDIA ATCT ADVISED B712, ORD - LGA, REPORTED A WHITE UAS 100 FEET BELOW ACFT AT 3,000 FEET 2 SE LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION NOTIFIED.",ORD,AIRPORT,41.9769402777778,-87.9081497222222,CHICAGO O'HARE INTL,,1705E,LAGUARDIA ATCT,ORD - LGA,100 FEET BELOW ACFT,"AT 3,000 FEET"
2020-02-29,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1035E/MIAMI EXECUTIVE ATCT ADVISED PIPER PA32, OBSERVED A RED AND BLACK UAS FROM 2 O'CLOCK POSITION WHILE W  BOUND AT 3,000 FEET 8 SE TMB. NO EVASIVE ACTION TAKEN. METRO DADE PD NOTIFIED.",TMB,AIRPORT,25.6475637222222,-80.4332246111111,MIAMI EXEC,,1035E,MIAMI EXECUTIVE ATCT,,8 SE TMB. NO EVASIVE ACTION TAKEN. METRO DADE PD NOTIFIED,"AT 3,000 FEET"
2020-02-29,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1331E/NY TRACON ADVISED B739, LAS - JFK, OBSERVED A UAS OFF THE LEFT SIDE 200 FEET BELOW WHILE ON A 10 MILE FINAL. NO EVASIVE ACTION WAS TAKEN. NASSAU COUNTY SHERIFF NOTIFIED NO PHONE NUMBER GIVEN.",LAS,AIRPORT,36.0800438888889,-115.152234722222,HARRY REID INTL,,1331E,NY TRACON,LAS - JFK,10 MILE FINAL. NO EVASIVE ACTION WAS TAKEN. NASSAU COUNTY SHERIFF NOTIFIED NO PHONE NUMBER GIVEN,
2020-02-29,CALIFORNIA,NAPA,"PRELIM INFO FROM FAA OPS: NAPA, CA/UAS INCIDENT/1141P/NAPA ATCT ADVISED CESSNA C172, REPORTED UAS WHILE DOING PATTERN WORK AT 400 FEET 1 E APC. NO EVASIVE ACTION TAKEN. CALIFORNIA HIGHWAY PATROL NOTIFIED.",APC,AIRPORT,38.2131891666667,-122.280687222222,NAPA COUNTY,,1141P,NAPA ATCT,,1 E APC. NO EVASIVE ACTION TAKEN. CALIFORNIA HIGHWAY PATROL NOTIFIED,AT 400 FEET
2020-02-29,CALIFORNIA,NAPA,"PRELIM INFO FROM FAA OPS: NAPA, CA/UAS INCIDENT/1141P/NAPA ATCT ADVISED CESSNA C162, REPORTED UAS WHILE DOING PATTERN WORK AT 400 FEET 1 E APC. NO EVASIVE ACTION TAKEN. CALIFORNIA HIGHWAY PATROL NOTIFIED.",APC,AIRPORT,38.2131891666667,-122.280687222222,NAPA COUNTY,,1141P,NAPA ATCT,,1 E APC. NO EVASIVE ACTION TAKEN. CALIFORNIA HIGHWAY PATROL NOTIFIED,AT 400 FEET
2020-02-29,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS INCIDENT/1402C/E145, FNT - ORD, ADVISED A RED UAS WAS SPOTTED AT 2,700 FEET ON A 5 MILE FINAL FOR RWY 27R. EVASIVE ACTION AND LEO NOTIFICATION NOT REPORTED.",FNT,AIRPORT,42.9654638888889,-83.7447380555556,BISHOP INTL,,1402C,,FNT - ORD,,"AT 2,700 FEET"
2020-02-29,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS INCIDENT/1629E/MIAMI ATCT ADVISED B738, SAN JUAN, PUERTO RICO (TJSJ) - MIA, REPORTED UAS ON RIGHT SIDE AT 600 FEET BETWEEN RUNWAY 30 AND RUNWAY 27 FINALS, 2 SE MIA. NO EVASIVE ACTION TAKEN. MIAMI-DADE PD NOTIFIED.",MIA,AIRPORT,25.7953611111111,-80.2901158333333,MIAMI INTL,,1629E,MIAMI ATCT,"SAN JUAN, PUERTO RICO (TJSJ) - MIA",2 SE MIA. NO EVASIVE ACTION TAKEN. MIAMI-DADE PD NOTIFIED,AT 600 FEET
2020-02-29,MASSACHUSETTS,PLYMOUTH,"PRELIM INFO FROM FAA OPS: PLYMOUTH, MA/UAS INCIDENT/1732E/BOSTON ARTCC ADVISED HELO, REPORTED A RED AND WHITE UAS HEADING E BOUND WHILE ACFT WAS HEADING S BOUND AT 2,000 FEET 10 S PYM. NO EVASIVE ACTION TAKEN. WAREHAM PD NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1732E,BOSTON ARTCC,,10 S PYM. NO EVASIVE ACTION TAKEN. WAREHAM PD NOTIFIED,"AT 2,000 FEET"
2020-03-01,NEW YORK,NEW YORK,"FOLLOW UP INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1008E/BOMBARDIER GLEX, FARNBOROUGH, UNITED KINGDOM (EGLF)  - JFK, AFTER ACTION INVESTIGATION DISCOVERED LANGUAGE BARRIER INTERFERED WITH DETAILED REPORTING. UAS WAS BELOW ACFT AND MADE NO CONTACT.",JFK,AIRPORT,40.6399280555556,-73.7786922222222,JOHN F KENNEDY INTL,,1008E,,"FARNBOROUGH, UNITED KINGDOM (EGLF)  - JFK",,
2020-03-01,CALIFORNIA,CONCORD,"PRELIM INFO FROM FAA OPS: CONCORD, CA/UAS INCIDENT/1647P/CONCORD ATCT ADVISED ATCT CONTROLLERS OBSERVED MULTIPLE UAS 3 S CONCORD AIRPORT. UAS WERE SOUTH BOUND AT 10,000 FEET. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION WAS NOT INCLUDED ON MOR.",MOR,AIRPORT,36.1793888888889,-83.3754444444444,MOORE-MURRELL,,1647P,CONCORD ATCT,,3 S CONCORD AIRPORT. UAS WERE SOUTH BOUND,
2020-03-02,CALIFORNIA,SANTA BARBARA,"SANTA BARBARA, CA (SBA): UCSB POLICE DEPARTMENT CALLED FACILITY AND REPORTED UNAUTHORIZED DRONE ACTIVITY AT THE COLLEGE. OIC RELAYED INFO TO TOWER TO ADVISE AIRCRAFT. NO ADDITIONAL DETAILS WERE GIVEN. 03/02/2020 2100Z",SBA,AIRPORT,34.4261916666667,-119.841492777778,SANTA BARBARA MUNI,,2100Z,,,,
2020-03-03,TENNESSEE,NASHVILLE,"PRELIM INFO FROM FAA OPS: NASHVILLE, TN/UAS INCIDENT/1810C/E75L, BOS - BNA, REPORTED AN UNUSUAL TCAS READING IN THE DESCENT FOR APPROACH TO RUNWAY 02R 3 MILES S BNA. UAS APPEARED TO BE AT 700 FEET. NO EVASIVE ACTIONS REPORTED AND NASHVILLE AIRPORT PD WAS NOTIFIED.",BOS,AIRPORT,42.3629444444444,-71.0063888888889,GENERAL EDWARD LAWRENCE LOGAN INTL,,1810C,,BOS - BNA,3 MILES S BNA. UAS APPEARED TO BE,
2020-03-04,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS INCIDENT/1833C/E170, MCI - IAH, REPORTED A METALLIC UAS AT 500 FEET FLYING WESTBOUND 13 W IAH. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED.",MCI,AIRPORT,39.2976111111111,-94.7138888888889,KANSAS CITY INTL,,1833C,,MCI - IAH,13 W IAH. NO EVASIVE ACTION TAKEN. HARRIS COUNTY SHERIFF NOTIFIED,AT 500 FEET
2020-03-05,VIRGINIA,NORFOLK,"PRELIM INFO FROM FAA OPS: NORFOLK, VA/UAS INCIDENT/1358E/CHAMBERS ATCT ADVISED H60, NGU - NGU, REPORTED A BLUE AND WHITE, 6 ROTOR, 3-5 FOOT DIAMETER UAS WITH GEAR EXTENDED THAT CLIMBED FROM 100 FEET TO 500 FEET NNW BOUND AND FADED .5-1 MILE NW NGU TACAN. NO  EVASIVE ACTION TAKEN. BASE OPS SECURITY NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1358E,CHAMBERS ATCT,"NGU - NGU, REPORTED A BLUE AND WHITE",500 FEET NNW BOUND AND FADED,
2020-03-05,CALIFORNIA,SAN DIEGO-EL CAJON,"PRELIM INFO FROM FAA OPS: SAN DIEGO-EL CAJON, CA/UAS INCIDENT/1340P/CESSNA C172, REPORTED A WHITE DRONE AT 300 FEET OFF THE DEPARTURE END OF RUNWAY 27R WHILE ON UPWIND LEG EL CAJON. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",END,AIRPORT,36.3398058333333,-97.9172394444444,VANCE AFB,,1340P,,,27R WHILE ON UPWIND LEG EL CAJON. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED,AT 300 FEET
2020-03-05,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS INCIDENT/2339E/PROVIDENCE ATCT ADVISED TOWER CONTROLLER OBSERVED A UAS 6 NE PVD. NO REPORTED SIGHTINGS OF A UAS WERE MADE BY ACFT. WARWICK, BARRINGTON AND BRISTOL POLICE DEPARTMENTS WERE NOTIFIED.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,2339E,PROVIDENCE ATCT,,6 NE PVD. NO REPORTED SIGHTINGS OF A UAS WERE MADE BY ACFT. WARWICK,
2020-03-07,WISCONSIN,GREEN BAY,"PRELIM INFO FROM FAA OPS: GREEN BAY, WI/UAS INCIDENT/1110C/C302 CESSNA C172, REPORTED A ROTORCRAFT UAS FROM THE 1 O'CLOCK POSITION, OVER LAMBAU STADIUM AT APPROXIMATELY 1,300 FEET, WHILE AT 1,300 FEET ON FINAL FOR RUNWAY 24 GRB. NO EVASIVE ACTION TAKEN. NO IMPACT TO OPERATIONS. BROWN COUNTY SHERIFF NOTIFIED.",GRB,AIRPORT,44.4846336111111,-88.1297133333333,GREEN BAY/AUSTIN STRAUBEL INTL,,1110C,,,,"AT 1,300 FEET"
2020-03-07,FLORIDA,NAPLES,"PRELIM INFO FROM FAA OPS: NAPLES, FL/UAS INCIDENT/1357E/FORT MYERS ATCT ADVISED CESSNA C68A, APF - OPF, REPORTED A UAS AT 600 FEET WHILE DEPARTING RUNWAY 5. NO EVASIVE ACTIONS TAKEN. LAW ENFORCEMENT NOTIFICATION NOT REPORTED.",OPF,AIRPORT,25.9074166666667,-80.2782222222222,MIAMI-OPA LOCKA EXEC,,1357E,FORT MYERS ATCT,APF - OPF,,AT 600 FEET
2020-03-07,ALABAMA,HUNTSVILLE,"PRELIM INFO FROM FAA OPS: HUNTSVILLE, AL/UAS INCIDENT/LATE REPORT - 3/7 1600C/HUNTSVILLE CONTROLLER ON HIS WAY TO WORK REPORTED AN INDIVIDUAL OPERATING A UAS AROUND RUNWAY 36L APCH LIGHTS AT HSV. HSV AMENDED LANDING CLEARANCE OF ARRIVING ACFT FROM RUNWAY 36L TO 36R. HUNTSVILLE ARPT AUTHORITY WAS NOTIFIED AND MADE CONTACT WITH THE UAS OPERATOR. UAS WAS NOT PART 107. UAS OPERATOR WAS NOT ARRESTED AND NO CHARGES PENDING.",AND,AIRPORT,34.4945866666667,-82.7093813888889,ANDERSON RGNL,,1600C,,,36L APCH LIGHTS AT HSV,
2020-03-07,CALIFORNIA,SANTA BARBARA,"PRELIM INFO FROM FAA OPS: SANTA BARBARA, CA/UAS INCIDENT/1320P/SANTA BARBARA ATCT ADVISED MOONEY M20P, REPORTED A UAS AT 1,000 FEET 1 MILE NE OF SANTA BARBARA. NOT REPORTED IF EVASIVE ACTION WAS TAKEN. LAW ENFORCEMENT NOTIFICATION WAS NOT REPORTED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1320P,SANTA BARBARA ATCT,,1 MILE NE OF SANTA BARBARA. NOT REPORTED IF EVASIVE ACTION WAS TAKEN. LAW ENFORCEMENT NOTIFICATION WAS NOT REPORTED,"AT 1,000 FEET"
2020-03-07,FLORIDA,JACKSONVILLE,"PRELIM INFO FROM FAA OPS: JACKSONVILLE, FL/UAS INCIDENT/1951E/JACKSONVILLE ARTCC ADVISED, REPORTED A UAS PASSED UNDERNEATH ACFT AT 2,000 FEET AS THE ACFT WAS E BOUND AT 5,500 FEET. NO EVASIVE ACTION REPORTED. LAW ENFORCEMENT NOTIFICATION NOT REPORTED.",LAW,AIRPORT,34.5677144444444,-98.4166366666667,LAWTON-FORT SILL RGNL,,1951E,JACKSONVILLE ARTCC,,000 FEET AS THE ACFT WAS E BOUND,"AT 2,000 FEET"
2020-03-08,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1129M/PHOENIX TRACON ADVISED PIPER PA24, DVT - SEZ, REPORTED A UAS 150 FEET BELOW WHILE NNE AT 7,600 FEET 20 N DVT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",DVT,AIRPORT,33.6883055555556,-112.082555555556,PHOENIX DEER VALLEY,,1129M,PHOENIX TRACON,DVT - SEZ,150 FEET BELOW WHILE NNE,"AT 7,600 FEET"
2020-03-08,CALIFORNIA,LOS ANGELES,"LOS ANGELES, CA (LAX): E75L, LAS-LAX, PILOT REPORTED A UAS 700 FEET BELOW THE AIRCRAFT WHILE ON 2 MILE FINAL FOR RUNWAY 25L AT 1,200 FEET. AIRCRAFT LANDED WITHOUT INCIDENT; NO EVASIVE MANEUVERS REPORTED. LEO NOTIFIED. 03/09/2020 0115Z",LAX,AIRPORT,33.9424963888889,-118.408048611111,LOS ANGELES INTL,,0115Z,,,,
2020-03-09,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1225E/NEW YORK TRACON ADVISED A320, IAH - LGA, OBSERVED A UAS WITH BLUE LIGHTS WHILE WESTBOUND AT 4,000 FEET 8 W LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED.",LGA,AIRPORT,40.7772422222222,-73.8726055555556,LAGUARDIA,,1225E,NEW YORK TRACON,IAH - LGA,8 W LGA. NO EVASIVE ACTION TAKEN. NYPD AVIATION UNIT NOTIFIED,"AT 4,000 FEET"
2020-03-12,NEVADA,LAS VEGAS,"PRELIM INFO FROM FAA OPS: LAS VEGAS, NV/UAS INCIDENT/1114P/LAS VEGAS TRACON ADVISED B737, LAS - CALGARY, CANADA (CYYC), REPORTED A 3 FOOT WIDE UAS FROM THE 2 O'CLOCK POSITION 5 NW LAS. NO EVASIVE ACTION TAKEN. LAS VEGAS METRO PD NOTIFIED.",LAS,AIRPORT,36.0800438888889,-115.152234722222,HARRY REID INTL,,1114P,LAS VEGAS TRACON,"LAS - CALGARY, CANADA (CYYC)",5 NW LAS. NO EVASIVE ACTION TAKEN. LAS VEGAS METRO PD NOTIFIED,
2020-03-12,MASSACHUSETTS,NORWOOD,"PRELIM INFO FROM FAA OPS: NORWOOD, MA/UAS INCIDENT/1748E/B06, REPORTED A UAS 500 FEET ON LEFT SIDE WHILE INBOUND OWD. NO EVASIVE ACTION TAKEN. DISTRICT E-18 POLICE DEPARTMENT NOTIFIED.",OWD,AIRPORT,42.1905277777778,-71.1729444444445,NORWOOD MEML,,1748E,,,500 FEET ON LEFT SIDE WHILE INBOUND OWD. NO EVASIVE ACTION TAKEN,
2020-03-14,VIRGINIA,ROANOKE,"PRELIM INFO FROM FAA OPS: ROANOKE, VA/UAS INCIDENT/1115E/ROANOKE APPROACH ADVISED HELO, HEADING EASTBOUND OBSERVED A LARGE RED UAS AT 2,500 FEET 3 S ROANOKE ARPT. THE UAS WAS OFF THE 3 O'CLOCK POSITION AT SAME ALTITUDE. THE ACFT TOOK EVASIVE ACTION, CLIMBED TO AVOID THE UAS. VA STATE PD NOTIFIED.",RED,AIRPORT,45.1848333333333,-109.257709722222,RED LODGE,,1115E,ROANOKE APPROACH,,3 S ROANOKE ARPT,"AT 2,500 FEET"
2020-03-14,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS INCIDENT/1330M/PHX ATCT ADVISED A WHITE UAS ORBITING AT 4,500 FEET 2-3 NNW PHX. UAS WAS OBSERVED BY CONTROLLERS IN THE TOWER. NO IMPACT TO OPERATIONS. PHX ARPT PD NOTIFIED.",PHX,AIRPORT,33.4342777777778,-112.011583333333,PHOENIX SKY HARBOR INTL,,1330M,PHX ATCT,,3 NNW PHX. UAS WAS OBSERVED BY CONTROLLERS IN THE TOWER. NO IMPACT TO OPERATIONS. PHX ARPT PD NOTIFIED,"AT 4,500 FEET"
2020-03-14,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS INCIDENT/1655E/NEW YORK ARTCC ADVISED B752, SAN JUAN, PUERTO RICO (TJSJ) - JFK, REPORTED A UAS OFF LEFT SIDE AT 11,000 FEET WHILE NW SE BOUND 45 SE JFK. NO EVASIVE ACTION TAKEN. LEO NOT NOTIFIED, LOCATION OF EVENT WAS OVER OCEAN.",SAN,AIRPORT,32.7335627777778,-117.189663333333,SAN DIEGO INTL,,1655E,NEW YORK ARTCC,"SAN JUAN, PUERTO RICO (TJSJ) - JFK",45 SE JFK. NO EVASIVE ACTION TAKEN. LEO NOT NOTIFIED,"AT 11,000 FEET"
2020-03-14,DELAWARE,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, DE/UAS INCIDENT/2051E/ E55P, CXY - ILG, REPORTED AN ORANGE UAS WHILE ON FINAL RUNWAY 27 100 FEET ABOVE. NO EVASIVE ACTION TAKEN. LOCAL LEO NOTIFIED.",CXY,AIRPORT,40.2171388888889,-76.8513611111111,CAPITAL CITY,,2051E,,CXY - ILG,100 FEET ABOVE. NO EVASIVE ACTION TAKEN. LOCAL LEO NOTIFIED,
2020-03-15,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS INCIDENT/0856P/SEATTLE ARTCC ADVISED DH8D, SEA - YKM, REPORTED A BLACK QUAD COPTER UAS 50 FEET ABOVE ACFT WHILE ON DEPARTURE FROM SEA. NO EVASIVE ACTION REPORTED. NO LAW ENFORCEMENT INFORMATION PROVIDED.",YKM,AIRPORT,46.5681672222222,-120.5440625,YAKIMA AIR TRML/MCALLISTER FLD,,0856P,SEATTLE ARTCC,SEA - YKM,50 FEET ABOVE ACFT WHILE ON DEPARTURE FROM SEA. NO EVASIVE ACTION REPORTED. NO LAW ENFORCEMENT INFORMATION PROVIDED,
2020-03-15,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS INCIDENT/1724E/A321, BOS - ATL, REPORTED A SILVER QUAD-COPTER UAS AT 1,200 FEET ON A 2 MILE FINAL ATL. NO EVASIVE ACTION TAKEN. ATLANTA PD AIR 1 WAS NOTIFIED.",ATL,AIRPORT,33.6366996111111,-84.427864,HARTSFIELD - JACKSON ATLANTA INTL,,1724E,,BOS - ATL,2 MILE FINAL ATL. NO EVASIVE ACTION TAKEN.,"AT 1,200 FEET"
2020-03-15,NEW YORK,ALBANY,"PRELIM INFO FROM FAA OPS: ALBANY, NY/UAS INCIDENT/1955E/ALBANY APCH ADVISED CESSNA C182, REPORTED A UAS AT 500 - 600 FEET 4 S ALB. NO EVASIVE ACTION TAKEN. NY STATE PD.",ALB,AIRPORT,42.7491161111111,-73.80198,ALBANY INTL,,1955E,ALBANY APCH,,4 S ALB. NO EVASIVE ACTION TAKEN. NY STATE PD,
2020-03-16,DISTRICT OF COLUMBIA,WASHINGTON,"PRELIM INFO FROM FAA OPS: WASHINGTON, DC/UAS INCIDENT/0815E/DCA ATCT ADVISED A319, BOS - DCA, REPORTED YELLOW STATIONARY UAS AT 900 FEET VCNTY DCA. NO EVASIVE ACTION REPORTED. ALEXANDRIA CITY PD NOTIFIED.",DCA,AIRPORT,38.8514402777778,-77.0377213888889,RONALD REAGAN WASHINGTON NTL,,0815E,DCA ATCT,BOS - DCA,900 FEET VCNTY DCA. NO EVASIVE ACTION REPORTED. ALEXANDRIA CITY PD NOTIFIED,AT 900 FEET
2020-03-16,COLORADO,DENVER,"DENVER, CO (DEN): C172, WAS DOING SURVEY WORK OVER AND NOTICED THE DRONE BELOW THEIR POSITION. WAS ABLE TO IDENTIFY IT WAS WHITE BUT COULD NOT MAKE OUT ANY OTHER DETAILS. 03/16/2020 1917Z",DEN,AIRPORT,39.8616666666667,-104.673166666667,DENVER INTL,,1917Z,,,,
2020-03-17,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS INCIDENT/1605C/KELLY FIELD ATCT ADVISED GATES LEARJET LJ35, GRK - SKF, REPORTED A UAS FROM THE 2 O'CLOCK POSITION 200 FEET BELOW ACFT WHILE ON A 7 MILE FINAL RUNWAY 34 AT 2,000 FEET. NO EVASIVE ACTION REPORTED. LEO NOTIFICATION NOT REPORTED.",SKF,AIRPORT,29.3842333333333,-98.5811166666667,KELLY FLD,,1605C,KELLY FIELD ATCT,GRK - SKF,,
