,Date,State,City,Summary,code,Direction,Time,Authority Advised,Route,Location,Altitude,latitude,longitude
158,2024-02-19,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1500C/CHICAGO TRACON ADVISED, B738, MSY - ORD, REPORTED A UAS WHILE W BOUND AT 5,000 FEET 5 N ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",ORD,W BOUND,1500C,CHICAGO TRACON,MSY - ORD,5 N ORD,"AT 5,000 FEET",41.9769402777778,-87.9081497222222
159,2024-02-20,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS SIGHTING/1103C/PENSACOLA ATCT ADVISED, CESSNA C172, PNS - PNS, REPORTED A FAST-MOVING SILVER OBJECT AT 100 FEET WHILE N BOUND 1 S PNS. NO EVASIVE ACTION TAKEN. ESCAMBIA COUNTY SHERIFF NOTIFIED.",PNS,N BOUND,1103C,PENSACOLA ATCT,PNS - PNS,1 S PNS,AT 100 FEET,30.4734166666667,-87.1866111111111
160,2024-02-20,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1415C/HOUSTON INTCL ATCT ADVISED, E145, AGUASCALIENTES, MEXICO (MMAS) - IAH, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 2,300 FEET 10 E IAH. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",IAH,W BOUND,1415C,HOUSTON INTCL ATCT,"AGUASCALIENTES, MEXICO (MMAS) - IAH",10 E IAH,"AT 2,300 FEET",29.9844352777778,-95.3414425
161,2024-02-20,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1435C/HOUSTON INTCL ATCT ADVISED, B737, QUERETARO, MEXICO (MMQT) - IAH, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 2,000 FEET 10 E IAH. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",IAH,W BOUND,1435C,HOUSTON INTCL ATCT,"QUERETARO, MEXICO (MMQT) - IAH",10 E IAH,"AT 2,000 FEET",29.9844352777778,-95.3414425
162,2024-02-20,CALIFORNIA,LEMOORE,"PRELIM INFO FROM FAA OPS: LEMOORE, CA/UAS SIGHTING/1744P/OAKLAND ARTCC ADVISED, 2/F18, REPORTED UAS AT THE 1 O'CLOCK POSITION 400 FEET ABOVE WHILE WSW BOUND AT 10,000 FEET 27 NE NLC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",NLC,WSW BOUND,1744P,OAKLAND ARTCC,,27 NE NLC,"AT 10,000 FEET",36.3331267777778,-119.952161638889
163,2024-02-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/0717C/, B739, GSP - ORD, REPORTED A UAS OPERATING AT 4000 FT APPROX 10 E OF ORD. NO EVASIVE ACTION TAKEN. LAW ENFORCEMENT NOTIFIED.",GSP,,0717C,,GSP - ORD,10 E OF ORD,,34.8956711111111,-82.2188594444444
164,2024-02-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1230C/MDW ATCT ADVISED, CESSNA C172, OBSERVED A UAS WHILE SOUTHEAST BOUND AT 1,700 FEET, 12 NW MDW. CHICAGO FBI FIELD OFFICE NOTIFIED.",MDW,SOUTHEAST BOUND,1230C,MDW ATCT,,12 NW MDW,,41.7859722222222,-87.7524166666667
165,2024-02-21,FLORIDA,LA BELLE,"PRELIM INFO FROM FAA OPS: LA BELLE, FL/UAS SIGHTING/1409E/MIAMI ARTCC ADVISED, BEECH BE20, OBSERVED UAS WHILE SOUTHWEST BOUND AT 13,000 FEET, 43 NNW LA BELLE. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED.",X14,SOUTHWEST BOUND,1409E,MIAMI ARTCC,,43 NNW LA BELLE,,26-44-26.1000N 081-25-41.8000W,W26-44.435000N 081-25.696667
166,2024-02-21,FLORIDA,SARASOTA,"PRELIM INFO FROM FAA OPS: SARASOTA, FL/UAS SIGHTING/1458E/MIAMI ARTCC ADVISED, BEECH BE20, REPORTED ROTORY CRAFT UAS WHILE E BOUND AT 1,000 FEET VCNTY SARASOTA. NO EVASIVE ACTION REPORTED. NO LEOS NOTIFIED.",,E BOUND,1458E,MIAMI ARTCC,,,"AT 1,000 FEET",,
167,2024-02-21,CALIFORNIA,SACRAMENTO,"PRELIM INFO FROM FAA OPS: SACRAMENTO, CA/UAS SIGHTING/1413P/NORCAL TRACON ADVISED, LEARJET LJ45, OBSERVED A UAS WHILE SOUTHOBUND AT 2,600 FEET, 2 S SACRAMENTO. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED.",SMF,,1413P,NORCAL TRACON,,2 S SACRAMENTO,,38-41-43.6000N 121-35-26.8000W,W38-41.726667N 121-35.446667
168,2024-02-23,TENNESSEE,MURFREESBORO,"PRELIM INFO FROM FAA OPS: MURFREESBORO, TN/UAS SIGHTING/1030C/NASHVILLE TRACON ADVISED, CESSNA C550, FMY - JWN, REPORTED A GRAY UAS WHILE AT 8,500 FEET 8 S MBT. NO EVASIVE ACTION TAKEN. NASHVILLE ARPT PD NOTIFIED.",FMY,,1030C,NASHVILLE TRACON,FMY - JWN,8 S MBT,"AT 8,500 FEET",26.586615,-81.8632469444444
169,2024-02-23,OKLAHOMA,OKLAHOMA CITY,"PRELIM INFO FROM FAA OPS: OKLAHOMA CITY, OK/UAS SIGHTING/1200C/ROGERS ATCT ADVISED, GRUMMAN AMERICAN AA5, OUN - UNKN, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 4,500 FEET 4 SW TIK. NO EVASIVE ACTION TAKEN. OKLAHOMA PD  NOTIFIED.",OUN,N BOUND,1200C,ROGERS ATCT,OUN - UNKN,4 SW TIK,"AT 4,500 FEET",35.2455555555556,-97.4721388888889
170,2024-02-23,LOUISIANA,SHREVEPORT,"PRELIM INFO FROM FAA OPS: SHREVEPORT, LA/UAS SIGHTING/1400C/C-ROC ADVISED, TEX2, REPORTED A UAS ON FINAL AT UNKN ALTITUDE WHILE ON FINAL SHV. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SHV,,1400C,,,,,32.4465152777778,-93.82604
171,2024-02-23,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS SIGHTING/1530C/MEMPHIS TRACON ADVISED, B763, MEM - ATL, REPORTED A UAS FROM THE 1 O'CLOCK POSITION WHILE NNE BOUND AT 4,000 FEET 7 NNE MEM. NO EVASIVE ACTION TAKEN. MEMPHIS PD NOTIFIED.",ATL,NNE BOUND,1530C,MEMPHIS TRACON,MEM - ATL,7 NNE MEM,"AT 4,000 FEET",33.6366996111111,-84.427864
172,2024-02-23,CALIFORNIA,POMONA,"PRELIM INFO FROM FAA OPS: POMONA, CA/UAS SIGHTING/2052E/SOUTHERN CALIFORNIA TRACON ADVISED, CIRRUS S22T, REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE W BOUND AT 3,500 FEET 5 W POMONA VORTAC (POM). NO EVASIVE ACTION TAKEN. PONOMA PD NOTIFIED.",,W BOUND,2052E,SOUTHERN CALIFORNIA TRACON,,5 W POMONA VORTAC (POM),"AT 3,500 FEET",34-04-42.196N,117-47-13.463W
173,2024-02-24,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/0944E/LA GUARDIA ATCT ADVISED, CESSNA C210, REPORTED A UAS WHILE SW BOUND AT 1,500 FEET VCNTY LGA. NO EVASIVE ACTION TAKEN. NYPD HELO NOTIFIED.",NEW,SW BOUND,0944E,LA GUARDIA ATCT,,,"AT 1,500 FEET",30.0424166666667,-90.02825
174,2024-02-24,WISCONSIN,EAU CLAIRE,"PRELIM INFO FROM FAA OPS: EAU CLAIRE, WI/UAS INCIDENT/0908C/EAU CLAIRE ATCT ADVISED, HELO, REPORTED A UAS WHILE S BOUND AT 2,000 FEET 1.5 NE EAU. AN  ARRIVING ACFT WAS SWITCHED TO RWY14 TO AVOID THE AREA. CHIPPEWA COUNTY SHERIFF NOTIFIED.",EAU,S BOUND,0908C,EAU CLAIRE ATCT,,,"AT 2,000 FEET",44.8658055555556,-91.48425
175,2024-02-24,NORTH CAROLINA,RALEIGH/DURHAM,"PRELIM INFO FROM FAA OPS: RALEIGH-DURHAM, NC/UAS SIGHTING/1029E/RALEIGH ATCT ADVISED, PIPER P28A, RDU - RDU, REPORTED A UAS FROM THE 3 Oâ€™CLOCK POSITION WHILE E BOUND AT 3,000 FEET 11 SSW RDU. NO EVASIVE ACTION TAKEN. WAKE COUNTY SHERIFF NOTIFIED.",RDU,E BOUND,1029E,RALEIGH ATCT,RDU - RDU,11 SSW RDU,"AT 3,000 FEET",35.8776388888889,-78.7874722222222
176,2024-02-24,LOUISIANA,NEW ORLEANS,"PRELIM INFO FROM FAA OPS: NEW ORLEANS, LA/UAS SIGHTING/1200C/LAKEFRONT ATCT ADVISED, CESSNA C56X, BHM - NEW, REPORTED A UAS WHILE E BOUND AT 1,500 FEET 4 SSW NEW. NO EVASIVE ACTION TAKEN. NOPD NOTIFIED.",BHM,E BOUND,1200C,LAKEFRONT ATCT,BHM - NEW,4 SSW NEW,"AT 1,500 FEET",33.5638888888889,-86.7523055555556
177,2024-02-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1410C/CHICAGO TRACON ADVISED, B738, MDW - BWI, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 8,000 FEET 7 E MDW. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",BWI,E BOUND,1410C,CHICAGO TRACON,MDW - BWI,7 E MDW,"AT 8,000 FEET",39.1757283333333,-76.6689911111111
178,2024-02-24,FLORIDA,PENSACOLA,"PRELIM INFO FROM FAA OPS: PENSACOLA, FL/UAS SIGHTING/1604C/PENSACOLA ATCT ADVISED, B06, NDZ - NDZ, REPORTED A UAS FROM THE 3 Oâ€™CLOCK POSITION WHILE N BOUND AT 400 FEET 2 W PNS. NO EVASIVE ACTION TAKEN. PENSACOLA PD NOTIFIED.",NDZ,N BOUND,1604C,PENSACOLA ATCT,NDZ - NDZ,2 W PNS,AT 400 FEET,30.6985730555556,-87.0144086111111
179,2024-02-24,GEORGIA,ATHENS,"PRELIM INFO FROM FAA OPS: ATHENS, GA/UAS SIGHTING/1821E/ATLANTA TRACON ADVISED, RAYTHEON BE36, REPORTED A GOLD UAS AT THE 2 O'CLOCK POSITION WHILE N BOUND AT 5,100 FEET 16 ESE AHN. NO EVASIVE ACTION TAKEN. GREENE COUNTY SHERIFF NOTIFIED.",AHN,N BOUND,1821E,ATLANTA TRACON,,16 ESE AHN,"AT 5,100 FEET",33.9486402777778,-83.3259141666667
180,2024-02-24,UTAH,SALT LAKE CITY,"PRELIM INFO FROM FAA OPS: SALT LAKE CITY, UT/UAS SIGHTING/1559M/SALT LAKE ATCT ADVISED, DIAMOND DA40, TWF - PVU, REPORTED A GRAY UAS FROM THE 10 O'CLOCK POSITION WHILE S BOUND AT 6,500 FEET 2 SE WASATCH VORTAC (TCH). NO EVASIVE ACTION TAKEN. SALT LAKE CITY PD NOTIFIED.",TWF,S BOUND,1559M,SALT LAKE ATCT,TWF - PVU,2 SE WASATCH VORTAC (TCH),"AT 6,500 FEET",42.4818091666667,-114.487736111111
181,2024-02-24,TEXAS,GALVESTON,"PRELIM INFO FROM FAA OPS: GALVESTON, TX/UAS SIGHTING/1708C/HOUSTON TRACON ADVISED, DIAMOND DA40, REPORTED UAS AT THE 2 O'CLOCK POSITION WHILE SE BOUND AT 3,000 FEET 8 N SCHOLES VOR (VUH). NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION PROVIDED.",,SE BOUND,1708C,HOUSTON TRACON,,8 N SCHOLES VOR (VUH),"AT 3,000 FEET",29-16-09.604N,094-52-03.811W
182,2024-02-24,TENNESSEE,MEMPHIS,"PRELIM INFO FROM FAA OPS: MEMPHIS, TN/UAS SIGHTING/1803C/MEMPHIS ATCT ADVISED, B738, CLT - MEM, REPORTED A DARK UAS WHILE N BOUND AT 2,000 FEET 5 S MEM. NO EVASIVE ACTION TAKEN. SOUTHAVEN PD NOTIFIED.",MEM,N BOUND,1803C,MEMPHIS ATCT,CLT - MEM,5 S MEM,"AT 2,000 FEET",35.0424113888889,-89.9766791666667
183,2024-02-24,MICHIGAN,NILES,"PRELIM INFO FROM FAA OPS: NILES, MI/UAS SIGHTING/1924E/SOUTH BEND ATCT ADVISED, CRJ2, ORD - SBN, REPORTED A YELLOW UAS WHILE W BOUND AT 2,400 FEET 6 SE GIPPER VORTAC (GIJ). NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",ORD,W BOUND,1924E,SOUTH BEND ATCT,ORD - SBN,6 SE GIPPER VORTAC (GIJ),"AT 2,400 FEET",41.9769402777778,-87.9081497222222
184,2024-02-24,TEXAS,DALLAS,"PRELIM INFO FROM FAA OPS: DALLAS, TX/UAS SIGHTING/1829C/LOVE ATCT ADVISED, ROBINSON R44, REPORTED A BLACK QUAD-COPTER UAS WHILE NNW BOUND AT 800 FEET 6 SE DAL. NO EVASIVE ACTION TAKEN. DFW DPS NOTIFIED.",DAL,NNW BOUND,1829C,LOVE ATCT,,6 SE DAL,AT 800 FEET,32.8459447222222,-96.8508766666667
185,2024-02-24,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS SIGHTING/1715M/MESA ATCT ADVISED, CESSNA C172, REPORTED A UAS AT THE 1 O'CLOCK POSITION WHILE SW BOUND AT 2,400 FEET 1 SW FFZ.  NO EVASIVE ACTION. MESA PD NOTIFIED.",FFZ,SW BOUND,1715M,MESA ATCT,,1 SW FFZ,"AT 2,400 FEET",33.4608405555556,-111.728325277778
186,2024-02-25,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1054E/NEWARK ATCT ADVISED, A320, SAN JUAN, PUERTO RICO (TJSJ) - EWR, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 800 FEET 2 NE EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY PD NOTIFIED.",SAN,SW BOUND,1054E,NEWARK ATCT,"SAN JUAN, PUERTO RICO (TJSJ) - EWR",2 NE EWR,AT 800 FEET,32.7335627777778,-117.189663333333
187,2024-02-25,NEW JERSEY,NEWARK,"[MESSAGE STATUS] INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1054E/NEWARK ATCT ADVISED, A320, SAN JUAN, PUERTO RICO (TJSJ) - EWR, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 800 FEET 2 NE EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY PD NOTIFIED.",SAN,SW BOUND,1054E,NEWARK ATCT,"SAN JUAN, PUERTO RICO (TJSJ) - EWR",2 NE EWR,AT 800 FEET,32.7335627777778,-117.189663333333
188,2024-02-25,NEW HAMPSHIRE,PORTSMOUTH,"PRELIM INFO FROM FAA OPS: PORTSMOUTH, NH/UAS SIGHTING/1315E/BOSTON TRACON ADVISED, PIPER P28A, REPORTED TWO BLACK UAS FROM THE 12 O'CLOCK POSITION 200 FEET BELOW WHILE SW BOUND AT 2,400 FEET 18 S PSM. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",PSM,SW BOUND,1315E,BOSTON TRACON,,18 S PSM,"AT 2,400 FEET",43.0779444444444,-70.8232777777778
189,2024-02-25,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/1350E/PROVIDENCE ATCT ADVISED, E145, IAD - PVD, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE NE BOUND AT 5,000 FEET 15 S PVD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",IAD,NE BOUND,1350E,PROVIDENCE ATCT,IAD - PVD,15 S PVD,"AT 5,000 FEET",38.9474563888889,-77.4599286111111
190,2024-02-25,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1335C/HOUSTON TRACON ADVISED, BEECH BE20, REPORTED A UAS FROM THE 12 O'CLOCK POSITION  20 FEET ABOVE WHILE E BOUND AT 7,000 FEET 10 NNW HOU. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",HOU,E BOUND,1335C,HOUSTON TRACON,,10 NNW HOU,"AT 7,000 FEET",29.6457998333333,-95.2772315833333
191,2024-02-25,NEW YORK,CALVERTON,"PRELIM INFO FROM FAA OPS: CALVERTON, NY/UAS SIGHTING/1753E/BOSTON ARTCC ADVISED, B772, LONDON, UNITED KINGDOM (EGKK) - JFK, REPORTED A UAS 1,000 FEET BELOW ACFT WHILE WSW BOUND AT 15,200 FEET 15 ENE CALVERTON VOR. NO EVASIVE ACTION TAKEN. SOUTHOLD PD NOTIFIED.",JFK,WSW BOUND,1753E,BOSTON ARTCC,"LONDON, UNITED KINGDOM (EGKK) - JFK",15 ENE CALVERTON VOR,"AT 15,200 FEET",40.6399280555556,-73.7786922222222
192,2024-02-25,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1657C/HOUSTON INTCL ATCT ADVISED, CESSNA T210, CEW - IWS, REPORTED A UAS 1,000 FEET BELOW ACFT WHILE W BOUND AT 2,000 FEET 10 S IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",IWS,W BOUND,1657C,HOUSTON INTCL ATCT,CEW - IWS,10 S IAH,"AT 2,000 FEET",29.8181944444444,-95.6726111111111
193,2024-02-26,WASHINGTON,SEATTLE,"PRELIM INFO FROM FAA OPS: SEATTLE, WA/UAS SIGHTING/1020P/SEATTLE ATCT ADVISED, B39M, ORD - SEA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 1,300 FEET 4 NNW SEA. NO EVASIVE ACTION TAKEN. PORT OF SEATTLE PD NOTIFIED.",SEA,S BOUND,1020P,SEATTLE ATCT,ORD - SEA,4 NNW SEA,"AT 1,300 FEET",47.4498888888889,-122.311777777778
194,2024-02-26,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1720E/KISSIMMEE FCT ADVISED, CESSNA C172, OBSERVED A UAS AT 9 O'CLOCK POSITION WHILE ON DOWNWIND 1 N KISSIMMEE. NO EVASIVE ACTION REPORTED. KISSIMMEE PD NOTIFIED.",FCT,,1720E,KISSIMMEE FCT,,1 N KISSIMMEE,,46.6694191666667,-120.455966388889
195,2024-02-26,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1848E/DEKALB-PEACHTREE ATCT ADVISED, PIPER P28R, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,900 FEET 3 NNE PDK. NO EVASIVE ACTION TAKEN. CHAMBLEE PD NOTIFIED.",PDK,SW BOUND,1848E,,,3 NNE PDK,"AT 1,900 FEET",33.8760019444444,-84.3020305555555
196,2024-02-27,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/0907E/MIAMI ATCT ADVISED, A320, BDL - MIA, REPORTED A BLACK UAS FROM THE 9 O'CLOCK POSITION WHILE NW BOUND AT 4,800 FEET 8 NNW MIA. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",MIA,NW BOUND,0907E,MIAMI ATCT,BDL - MIA,8 NNW MIA,"AT 4,800 FEET",25.7953611111111,-80.2901158333333
197,2024-02-27,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1350E/FORT MYERS APCH ADVISED, A321, DFW - RSW, REPORTED A WHITE UAS WHILE ENE BOUND AT 4,000 FEET 5 S RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",LEE,ENE BOUND,1350E,FORT MYERS APCH,DFW - RSW,5 S RSW,"AT 4,000 FEET",28.8228980555556,-81.8084175
198,2024-02-27,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1400E/FORT MYERS ATCT ADVISED, B738, MCI - RSW, REPORTED 4 UAS WHILE ENE BOUND AT 3,500 FEET 5 S RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",MCI,ENE BOUND,1400E,FORT MYERS ATCT,MCI - RSW,5 S RSW,"AT 3,500 FEET",39.2976111111111,-94.7138888888889
199,2024-02-27,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1405E/FORT MYERS ATCT ADVISED, A321, CVG - RSW, REPORTED 4 UAS WHILE ENE BOUND AT 5,000 FEET 5 SSW RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",RSW,ENE BOUND,1405E,FORT MYERS ATCT,CVG - RSW,5 SSW RSW,"AT 5,000 FEET",26.5361638888889,-81.755155
200,2024-02-28,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/0948P/NORTHERN CALIFORNIA TRACON ADVISED, A319, SLC - SFO, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE N BOUND AT 5,000 FEET 16 ESE SFO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SAN,N BOUND,0948P,NORTHERN CALIFORNIA TRACON,SLC - SFO,16 ESE SFO,"AT 5,000 FEET",32.7335627777778,-117.189663333333
201,2024-02-28,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/0948P/NORTHERN CALIFORNIA TRACON ADVISED, B738, RDU - SFO, REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE N BOUND AT 5,000 FEET 16 ESE SFO. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",SAN,N BOUND,0948P,NORTHERN CALIFORNIA TRACON,RDU - SFO,16 ESE SFO,"AT 5,000 FEET",32.7335627777778,-117.189663333333
202,2024-02-28,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/0950P/VAN NUYS ATCT ADVISED, PIPER P28A, REPORTED A UAS FROM THE 6 O'CLOCK POSITION WHILE W BOUND AT 2,500 FEET 4 W VNY. NO EVASIVE ACTION REPORTED. LEO HELO NOTIFIED.",VNY,W BOUND,0950P,VAN NUYS ATCT,,4 W VNY,"AT 2,500 FEET",34.2098055555556,-118.489972222222
203,2024-02-28,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/1045P/CHINO FCT ADVISED, PIPER P28A, REPORTED A BLACK UAS FROM THE 2 O'CLOCK POSITION WHILE E BOUND AT 1,500 FEET 9 SE CNO. NO EVASIVE ACTION REPORTED. CORONA PD NOTIFIED.",FCT,E BOUND,1045P,CHINO FCT,,9 SE CNO,"AT 1,500 FEET",46.6694191666667,-120.455966388889
204,2024-02-28,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1332M/WILLIAMS GATEWAY FCT ADVISED, PIPER P28A, AVQ - CGZ, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE NNE BOUND AT 2,600 FEET 1 N IWA. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",CGZ,NNE BOUND,1332M,WILLIAMS GATEWAY FCT,AVQ - CGZ,1 N IWA,"AT 2,600 FEET",32.9548980555556,-111.76682
205,2024-02-28,TEXAS,SAN ANTONIO,"PRELIM INFO FROM FAA OPS: SAN ANTONIO, TX/UAS SIGHTING/1645C/SAN ANTONIO ATCT ADVISED, B738, PHX - SAT, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SE BOUND AT 3,500 FEET 17 SW SAT. NO EVASIVE ACTION REPORTED. SAPD NOTIFIED.",SAN,SE BOUND,1645C,SAN ANTONIO ATCT,PHX - SAT,17 SW SAT,"AT 3,500 FEET",32.7335627777778,-117.189663333333
206,2024-02-28,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1705C/HOUSTON TRACON ADVISED, B38M, ALBERTA, CANADA (CYYC) - IAH, REPORTED BLACK UAS, 50 FEET ABOVE ACFT FROM THE LEFT SIDE WHILE W BOUND AT 3,000 FEET 15 W IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",IAH,W BOUND,1705C,HOUSTON TRACON,"ALBERTA, CANADA (CYYC) - IAH, REPORTED BLACK UAS",15 W IAH,"AT 3,000 FEET",29.9844352777778,-95.3414425
207,2024-03-02,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS SIGHTING/0849M/FALCON ATCT ADVISED, PIPER P28A, REPORTED A UAS 300 FEET BELOW WHILE W BOUND AT 2,400 FEET 10 E FFZ. NO EVASIVE ACTION TAKEN. MESA AIR SUPPORT NOTIFIED.",FFZ,W BOUND,0849M,FALCON ATCT,,10 E FFZ,"AT 2,400 FEET",33.4608405555556,-111.728325277778
208,2024-03-02,ARIZONA,MESA,"PRELIM INFO FROM FAA OPS: MESA, AZ/UAS SIGHTING/0916M/FALCON ATCT ADVISED, PIPER P28A, FFZ - FFZ, REPORTED A BLUE AND GREY UAS FROM THE 12 O'CLOCK POSITION SW BOUND AT 600 FEET 1 SW FFZ. NO EVASIVE ACTION TAKEN. MESA PD NOTIFIED.",FFZ,,0916M,FALCON ATCT,FFZ - FFZ,1 SW FFZ,AT 600 FEET,33.4608405555556,-111.728325277778
209,2024-03-02,TEXAS,EL PASO,"PRELIM INFO FROM FAA OPS: EL PASO, TX/UAS SIGHTING/1245M/EL PASO ATCT ADVISED, BE20, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE S BOUND AT 8,000 FEET 15 ENE ELP. NO EVASIVE ACTION TAKEN. EL PASO DPS NOTIFIED.",ELP,S BOUND,1245M,EL PASO ATCT,,15 ENE ELP,"AT 8,000 FEET",31.8073333333333,-106.376361111111
210,2024-03-02,MISSOURI,ST LOUIS,"PRELIM INFO FROM FAA OPS: ST LOUIS, MO/UAS SIGHTING/1750C/ST LOUIS TRACON ADVISED, PIPER PA32, SUS - 1H2, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE NNE BOUND AT 5,000 FEET 8 NNE STL. NO EVASIVE ACTION TAKEN.  ST LOUIS COUNTY PD NOTIFIED.",STL,NNE BOUND,1750C,ST LOUIS TRACON,,8 NNE STL,"AT 5,000 FEET",38.7486982222222,-90.3700257222222
211,2024-03-03,NEW JERSEY,TETERBORO,"PRELIM INFO FROM FAA OPS: TETERBORO, NJ/UAS SIGHTING/1250E/NEW YORK TRACON ADVISED, BOMBARDIER GLEX, TEB - PBI, REPORTED A SILVER UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 5,600 FEET 10 W TEB. NO EVASIVE ACTION TAKEN NEW JERSEY PD AVIATION NOTIFIED.",PBI,SW BOUND,1250E,NEW YORK TRACON,"BOMBARDIER GLEX, TEB - PBI",10 W TEB,"AT 5,600 FEET",26.6831616666667,-80.0955919444444
