,Day of Sighting,x,y,z,State,City,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude,ident,type,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates,latitude,longitude,alt_meters
7195,,795226.1485410878,-5442971.9515752,3217535.1496391,FLORIDA,JACKSONVILLE,2022-09-16,JAX,E BOUND,2031E,JACKSONVILLE APCH,ILG - JAX,2 W JAX,"AT 1,000 FEET",KJAX,large_airport,30.0,,US,US-FL,Jacksonville,KJAX,JAX,KJAX,JAX,"30.492469, -81.687813",30.492469,-81.687813,0.0
7196,,1037968.7444293384,-4731504.30423297,4135319.606695945,CALIFORNIA,SALINAS,2022-09-16,RED,N BOUND,1558P,NORCAL TRACON,,20 NW SNS,"AT 2,500 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
7197,,-510419.6327292287,-5524274.644427576,3136271.989313702,TEXAS,HOUSTON,2022-09-16,HOU,W BOUND,2210C,HOBBY ATCT,,8 NW HOU,AT 600 FEET,KHOU,medium_airport,46.0,,US,US-TX,Houston,KHOU,HOU,KHOU,HOU,"29.645399, -95.2789",29.645399,-95.2789,0.0
7198,,-2309663.0271417983,-3652075.2855080604,4675585.693572231,ARIZONA,PHOENIX,2022-09-17,SEA,S BOUND,1014M,PHOENIX TRACON,SEA - PHX,22 NW PHOENIX VORTAC,"AT 10,000 FEET",KSEA,large_airport,433.0,,US,US-WA,Seattle,KSEA,SEA,KSEA,SEA,"47.447943, -122.310276",47.447943,-122.310276,0.0
7199,,-2519947.1467874176,-4658990.376359751,3541157.25934139,TENNESSEE,NASHVILLE,2022-09-17,LAX,SSW BOUND,1604C,NASHVILLE ATCT,LAX - BNA,2 S BNA,"AT 1,300 FEET",KLAX,large_airport,125.0,,US,US-CA,Los Angeles,KLAX,LAX,KLAX,LAX,"33.942501, -118.407997",33.942501,-118.407997,0.0
7200,,-2368527.39403759,-3660765.6189903882,4639444.01398556,WASHINGTON,OLYMPIA,2022-09-17,OLM,N BOUND,1417P,OLYMPIA ATCT,,1 N OLM,AT 800 FEET,KOLM,medium_airport,209.0,,US,US-WA,Olympia,KOLM,OLM,KOLM,OLM,"46.969399, -122.903",46.969399,-122.903,0.0
7201,,1343534.376848053,-4646442.242626052,4143718.3289120435,NEW YORK,NEW YORK,2022-09-17,LGA,SSE BOUND,1932E,LA GAURDIA ATCT,"TORONTO, CANADA (YYZ) - LGA",3 NW LGA,"AT 1,200 FEET",KLGA,large_airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597",40.777199,-73.872597,0.0
7202,,-1241829.507731127,-4742677.971129063,4066210.206869713,COLORADO,DENVER,2022-09-17,DEN,N BOUND,1927M,DENVER TRACON,GJT - DEN,10 NW DEN,"AT 9,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7203,,848189.1248197181,-5548768.681898493,3018438.2657909067,GEORGIA,MACON,2022-09-18,MCO,NW BOUND,0801E,ATLANTA ARTCC,MCO - ATL,18 N MCN,,KMCO,large_airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016",28.429399490356445,-81.30899810791016,0.0
7204,,-1241829.507731127,-4742677.971129063,4066210.206869713,DISTRICT OF COLUMBIA,WASHINGTON,2022-09-18,DEN,WSW BOUND,1328E,POTOMAC TRACON,DCA - DEN,7 SSW DCA,"AT 3,400 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7205,,589395.9899943951,-4851335.223654498,4084769.2361794715,OHIO,COLUMBUS,2022-09-18,OSU,N BOUND,1615E,STATE ATCT,,2 N OSU,"AT 1,800 FEET",KOSU,medium_airport,905.0,,US,US-OH,Columbus,KOSU,OSU,KOSU,OSU,"40.0798, -83.072998",40.0798,-83.072998,0.0
7206,,26101.00262733419,-4534970.005656747,4469826.242111357,ILLINOIS,CHICAGO,2022-09-18,CWA,W BOUND,1555C,CHICAGO TRACON,CWA - ORD,15 E ORD,"AT 4,000 FEET",KCWA,medium_airport,1277.0,,US,US-WI,Mosinee,KCWA,CWA,KCWA,CWA,"44.777448, -89.670238",44.777448,-89.670238,0.0
7207,,732536.5429070785,-5589194.215422003,2974107.738856263,FLORIDA,TAMPA,2022-09-18,TPA,N BOUND,1723E,TAMPA ATCT,,15 NE TPA,"AT 2,300 FEET",KTPA,large_airport,26.0,,US,US-FL,Tampa,KTPA,TPA,KTPA,TPA,"27.9755, -82.533203",27.9755,-82.533203,0.0
7208,,-1656695.6684684947,4475629.27038536,4217211.471576215,FLORIDA,BROOKSVILLE,2022-09-18,BKV,NW BOUND,1735E,BROOKSVILLE ATCT,,20 SE BKV,"AT 2,000 FEET",CN-0414,small_airport,4645.0,AS,CN,CN-15,Bailingmiao,,BKV,,,"41.656944, 110.3125",41.656944,110.3125,0.0
7209,,1511555.3970891482,-4462876.772108454,4284257.259816618,MASSACHUSETTS,BEDFORD,2022-09-18,BED,ENE BOUND,1745E,BOSTON TRACON,,5 WNW BED,"AT 3,500 FEET",KBED,medium_airport,133.0,,US,US-MA,Bedford,KBED,BED,KBED,BED,"42.470001, -71.289001",42.470001,-71.289001,0.0
7210,,1353884.1291000585,-4653828.513130076,4132122.5075626075,NEW YORK,NEW YORK,2022-09-18,JFK,SW BOUND,1756E,KENNEDY ATCT,FLL - JFK,,"AT 1,000 FEET",KJFK,large_airport,13.0,,US,US-NY,New York,KJFK,JFK,KJFK,JFK,"40.639447, -73.779317",40.639447,-73.779317,0.0
7211,,-254419.2825207117,-4519849.508124145,4477915.174797111,MINNESOTA,MINNEAPOLIS,2022-09-18,MSP,NE BOUND,1828C,MINNEAPOLIS TRACON,,,"AT 3,500 FEET",KMSP,large_airport,841.0,,US,US-MN,Minneapolis,KMSP,MSP,KMSP,MSP,"44.880081, -93.221741",44.880081,-93.221741,0.0
7212,,1037968.7444293384,-4731504.30423297,4135319.606695945,NEVADA,LAS VEGAS,2022-09-19,RED,N BOUND,0640P,LAS VEGAS ATCT,,3 N LAS VEGAS,"AT 3,000 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
7213,,-1772646.333617026,-4420293.74489714,4228340.7173015075,UTAH,LOGAN,2022-09-19,LGU,N BOUND,1223M,SALT LAKE CITY ARTCC,,17 NNE LGU,"AT 8,700 FEET",KLGU,medium_airport,4457.0,,US,US-UT,Logan,KLGU,LGU,KLGU,LGU,"41.7911987305, -111.851997375",41.7911987305,-111.851997375,0.0
7214,,313531.8123513828,-5155887.599189188,3728999.438434718,TENNESSEE,SMYRNA,2022-09-19,MQY,E BOUND,1746C,SMYRNA ATCT,,2 N MQY,"AT 1,500 FEET",KMQY,medium_airport,543.0,,US,US-TN,Smyrna,KMQY,MQY,KMQY,MQY,"36.0089988708, -86.5201034546",36.0089988708,-86.5201034546,0.0
7215,,2125.9165231188617,-5227726.938080515,3641719.11741985,TENNESSEE,MEMPHIS,2022-09-20,MEM,N BOUND,1249C,MEMPHIS TRACON,,9 SE MEM,"AT 7,000 FEET",KMEM,large_airport,341.0,,US,US-TN,Memphis,KMEM,MEM,KMEM,MEM,"35.0424, -89.9767",35.0424,-89.9767,0.0
7216,,1263927.906520806,-4720540.89724444,4084990.6355372453,PENNSYLVANIA,PHILADELPHIA,2022-09-20,PNE,SE BOUND,1722E,NORTHEAST PHILADELPHIA ATCT,,1 NNW PNE,"AT 1,000 FEET",KPNE,medium_airport,120.0,,US,US-PA,Philadelphia,KPNE,PNE,KPNE,PNE,"40.082406, -75.010614",40.082406,-75.010614,0.0
7217,,1115637.6697473524,-4846904.561202336,3979543.755941752,NORTH CAROLINA,WILMINGTON,2022-09-20,DCA,ENE BOUND,1920E,WILMINGTON ATCT,DCA - ILM,,AT 400 FEET,KDCA,large_airport,15.0,,US,US-DC,Washington,KDCA,DCA,KDCA,DCA,"38.8521, -77.037697",38.8521,-77.037697,0.0
7218,,-495337.0869501024,-4786325.091244639,4172413.7780925957,UTAH,OGDEN,2022-09-20,OFF,S BOUND,1932M,OGDEN ATCT,,,AT 300 FEET,KOFF,medium_airport,1052.0,,US,US-NE,Omaha,KOFF,OFF,KOFF,OFF,"41.119307, -95.90851",41.119307,-95.90851,0.0
7219,,667806.5665590948,-5219837.740713112,3591798.1014965763,ARIZONA,PAGE,2022-09-20,AND,,2228M,LOS ANGELES ARTCC,DTW - LAS,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7220,,-254419.2825207117,-4519849.508124145,4477915.174797111,MINNESOTA,MINNEAPOLIS,2022-09-21,MSP,,1320C,MSP ATCT,"PARIS, FRANCE (LFPG) - MSP",,"AT 2,500 FEET",KMSP,large_airport,841.0,,US,US-MN,Minneapolis,KMSP,MSP,KMSP,MSP,"44.880081, -93.221741",44.880081,-93.221741,0.0
7221,,-687539.0775831961,-5321098.198666962,3437181.0707144532,TEXAS,FORT WORTH,2022-09-21,FTW,N BOUND,1401C,MEACHAM ATCT,,1 SW FTW,"AT 1,700 FEET",KFTW,medium_airport,710.0,,US,US-TX,Fort Worth,KFTW,FTW,KFTW,FTW,"32.819801, -97.362396",32.819801,-97.362396,0.0
7222,,186789.82563978518,-4759206.580251619,4227910.106103081,PENNSYLVANIA,PHILADELPHIA,2022-09-22,MDW,S BOUND,1630E,PHILADELPHIA ATCT,MDW - PHL,10 ENE PHL,"AT 4,000 FEET",KMDW,large_airport,620.0,,US,US-IL,Chicago,KMDW,MDW,KMDW,MDW,"41.785999, -87.752403",41.785999,-87.752403,0.0
7223,,-5481791.504115249,-2316051.1821800233,2287191.3917919197,HAWAII,HONOLULU,2022-09-22,MKK,SE BOUND,1729L,HONOLULU CONTROL FACILITY,"HONOLULU, HI (HNL) - KAUNAKAKAI, HI (MKK)",5 ESE HNL,"AT 1,800 FEET",PHMK,medium_airport,454.0,OC,US,US-HI,Kaunakakai,PHMK,MKK,PHMK,MKK,"21.152901, -157.095993",21.152901,-157.095993,0.0
7224,,1037968.7444293384,-4731504.30423297,4135319.606695945,DISTRICT OF COLUMBIA,WASHINGTON,2022-09-23,RED,NNW BOUND,0733E,POTOMAC TRACON,"DCA - OTTAWA, CANADA (CYOW)",17 NNW DCA,"AT 16,000 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
7225,,1343534.376848053,-4646442.242626052,4143718.3289120435,NEW YORK,NEW YORK,2022-09-23,LGA,NE BOUND,1330E,LAGUARDIA ATCT,CHS - LGA,3 SW LGA,"AT 2,500 FEET",KLGA,large_airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597",40.777199,-73.872597,0.0
7226,,589395.9899943951,-4851335.223654498,4084769.2361794715,OHIO,COLUMBUS,2022-09-23,OSU,W BOUND,2134E,DEN,OSU - OSU,,AT 400 FEET,KOSU,medium_airport,905.0,,US,US-OH,Columbus,KOSU,OSU,KOSU,OSU,"40.0798, -83.072998",40.0798,-83.072998,0.0
7227,,-2483622.857626702,-4697089.870401489,3516568.4290128825,WASHINGTON,SPOKANE,2022-09-23,SNA,SSW BOUND,1953P,SPOKANE ATCT,SNA - GEG,4 NNE GEG,"AT 4,000 FEET",KSNA,large_airport,56.0,,US,US-CA,Santa Ana,KSNA,SNA,KSNA,SNA,"33.675701, -117.867996",33.675701,-117.867996,0.0
7228,,826928.9695440648,-5342933.309203484,3372422.5492980033,GEORGIA,SAVANNAH,2022-09-24,SAV,E BOUND,0125E,JACKSONVILLE ARTCC,JAC - SAV,2 W SAV,"AT 1,000 FEET",KSAV,large_airport,50.0,,US,US-GA,Savannah,KSAV,SAV,KSAV,SAV,"32.127602, -81.202103",32.127602,-81.202103,0.0
7229,,777676.7218195884,-4738150.608362824,4184230.592975523,OHIO,YOUNGSTOWN/WARREN,2022-09-24,YNG,ESE BOUND,1034E,YOUNGSTOWN APPROACH,,15 SSE YNG,"AT 5,500 FEET",KYNG,medium_airport,1192.0,,US,US-OH,Youngstown/Warren,KYNG,YNG,KYNG,YNG,"41.26070023, -80.67910004",41.26070023,-80.67910004,0.0
7230,,171621.5810516924,-4672801.056657807,4323210.118917242,TENNESSEE,MEMPHIS,2022-09-24,MKE,S BOUND,1019C,MEMPHIS ATCT,MKE - MEM,6 N MEM,"AT 1,700 FEET",KMKE,large_airport,723.0,,US,US-WI,Milwaukee,KMKE,MKE,KMKE,MKE,"42.947201, -87.896599",42.947201,-87.896599,0.0
7231,,1146261.5879549314,-4590507.996485238,4262802.555685144,NEW YORK,BINGHAMTON,2022-09-24,BGM,N BOUND,1140E,BINGHAMPTON ATCT,BGM - BGM,10 N BGM,"AT 3,100 FEET",KBGM,medium_airport,1636.0,,US,US-NY,Binghamton,KBGM,BGM,KBGM,BGM,"42.20869827, -75.97979736",42.20869827,-75.97979736,0.0
7232,,-2518688.118784678,-4640778.231371781,3565716.052374479,CALIFORNIA,VAN NUYS,2022-09-24,VNY,ENE BOUND,1345P,VAN NUYS ATCT,,2 NW VNY,"AT 2,000 FEET",KVNY,medium_airport,802.0,,US,US-CA,Van Nuys,KVNY,VNY,KVNY,VNY,"34.209800720215, -118.48999786377",34.209800720215,-118.48999786377,0.0
7233,,2814431.8700323687,884358.2018765515,5635906.827759872,ARIZONA,SCOTTSDALE,2022-09-24,SDL,N BOUND,1435M,SCOTTSDALE ATCT,SDL - TUS,2 N SCOTTSDALE,"AT 3,600 FEET",ESNN,medium_airport,16.0,EU,SE,SE-Y,Sundsvall/ Härnösand,ESNN,SDL,ESNN,,"62.528099060058594, 17.443899154663086",62.528099060058594,17.443899154663086,0.0
7234,,1248754.1762896592,-4740108.618857455,4067079.5354368472,PENNSYLVANIA,PHILADELPHIA,2022-09-24,PHL,W BOUND,1745E,PHILADELPHIA ATCT,"QUEBEC CITY, CANADA (CYQB) - PHL",12 E PHL,"AT 3,500 FEET",KPHL,large_airport,36.0,,US,US-PA,Philadelphia,KPHL,PHL,KPHL,PHL,"39.871899, -75.241096",39.871899,-75.241096,0.0
7235,,1578442.1781921405,-4289456.960160937,4433647.598011805,MASSACHUSETTS,BEVERLY,2022-09-24,AUG,NE BOUND,1832E,BOSTON TRACON,AUG - BOS,5 NNE BVY,"AT 5,000 FEET",KAUG,medium_airport,352.0,,US,US-ME,Augusta,KAUG,AUG,KAUG,AUG,"44.320598602299995, -69.7973022461",44.320598602299995,-69.7973022461,0.0
7236,,-510419.6327292287,-5524274.644427576,3136271.989313702,TEXAS,HOUSTON,2022-09-24,HOU,ESE BOUND,1842C,HOBBY ATCT,,7 WNW HOU,AT 800 FEET,KHOU,medium_airport,46.0,,US,US-TX,Houston,KHOU,HOU,KHOU,HOU,"29.645399, -95.2789",29.645399,-95.2789,0.0
7237,,1248754.1762896592,-4740108.618857455,4067079.5354368472,PENNSYLVANIA,PHILADELPHIA,2022-09-24,PHL,ESE BOUND,1855E,PHILADELPHIA ATCT,"TORONTO, CANADA (CYYZ) - PHL",9 NE PHL,"AT 3,000 FEET",KPHL,large_airport,36.0,,US,US-PA,Philadelphia,KPHL,PHL,KPHL,PHL,"39.871899, -75.241096",39.871899,-75.241096,0.0
7238,,1112053.1411981538,-4942492.841352568,3862021.8650909276,VIRGINIA,RICHMOND,2022-09-25,RIC,E BOUND,0905E,RICHMOND ATCT,EWR - RIC,1 S RICHMOND,"AT 2,000 FEET",KRIC,large_airport,167.0,,US,US-VA,Richmond,KRIC,RIC,KRIC,RIC,"37.505199, -77.319702",37.505199,-77.319702,0.0
7239,,493491.7686550205,-4874750.809793299,4069678.1901646717,PENNSYLVANIA,PHILADELPHIA,2022-09-25,DAY,S BOUND,0920E,PHILADELPHIA TRACON,DAY - PHL,10 N PHL,"AT 2,000 FEET",KDAY,medium_airport,1009.0,,US,US-OH,Dayton,KDAY,DAY,KDAY,DAY,"39.902401, -84.219398",39.902401,-84.219398,0.0
7240,,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN DIEGO/EL CAJON,2022-09-25,SAN,N BOUND,1043P,GILLESPIE ATCT,,1 S SEE,AT 700 FEET,KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
7241,,-1261693.9683938308,-4758837.701830259,4041305.8725541173,COLORADO,DENVER,2022-09-25,APA,SSE BOUND,1258M,DENVER TRACON,,5 N APA,"AT 11,000 FEET",KAPA,medium_airport,5885.0,,US,US-CO,Denver,KAPA,APA,KAPA,APA,"39.57009888, -104.848999",39.57009888,-104.848999,0.0
7242,,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,STOCKTON,2022-09-25,SAN,SW BOUND,,NORCAL TRACON,,3 SW SCK,"AT 1,800 FEET",KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
7243,,-24895.31247174532,-5528566.308347001,3169740.203834522,NEVADA,LAS VEGAS,2022-09-25,MSY,,1644P,LAS VEGAS ATCT,MSY - LAS,3 E LAS,,KMSY,large_airport,4.0,,US,US-LA,New Orleans,KMSY,MSY,KMSY,MSY,"29.993401, -90.258003",29.993401,-90.258003,0.0
7244,,-2454014.598515506,-4777046.091509876,3429143.4312611683,CALIFORNIA,SAN JOSE,2022-09-25,SAN,,1718P,NORCAL TRACON,,3 N SAN JOSE,,KSAN,large_airport,17.0,,US,US-CA,San Diego,KSAN,SAN,KSAN,SAN,"32.7336006165, -117.190002441",32.7336006165,-117.190002441,0.0
7245,,1182671.0013410826,-4647731.74439609,4190721.9508828614,PENNSYLVANIA,WILKES-BARRE,2022-09-26,AVP,,0100E,,,25 SW AVP,,KAVP,medium_airport,962.0,,US,US-PA,Wilkes-Barre/Scranton,KAVP,AVP,KAVP,AVP,"41.338500976599995, -75.72339630130001",41.338500976599995,-75.72339630130001,0.0
7246,,1310147.0211190814,-4600768.770112329,4204513.375855999,NEW YORK,NEW YORK,2022-09-26,SWF,SW BOUND,1028E,JF KENNEDY ATCT,SWF - JFK,,AT 800 FEET,KSWF,medium_airport,491.0,,US,US-NY,Newburgh,KSWF,SWF,KSWF,SWF,"41.504101, -74.104797",41.504101,-74.104797,0.0
7247,,852297.8712218102,-5529446.497771044,3052319.087713988,FLORIDA,ORLANDO,2022-09-26,SFB,E BOUND,1553E,SANFORD ATCT,,2 W SFB,"AT 1,000 FEET",KSFB,large_airport,55.0,,US,US-FL,Orlando,KSFB,SFB,KSFB,SFB,"28.777599334716797, -81.23750305175781",28.777599334716797,-81.23750305175781,0.0
7248,,298866.773992403,-5149200.629364599,3739359.0419931416,TENNESSEE,NASHVILLE,2022-09-26,BNA,W BOUND,1735C,NASHVILLE APCH,"BNA - CALGARY, CANADA (CYYC)",4 NNW BNA,"AT 4,000 FEET",KBNA,large_airport,599.0,,US,US-TN,Nashville,KBNA,BNA,KBNA,BNA,"36.1245, -86.6782",36.1245,-86.6782,0.0
7249,,1037968.7444293384,-4731504.30423297,4135319.606695945,NORTH CAROLINA,CHARLOTTE,2022-09-27,RED,NE BOUND,1145E,CHARLOTTE ATCT,,5 E CHARLOTTE,"AT 9,000 FEET",KRVL,small_airport,819.0,,US,US-PA,Reedsville,KRVL,RED,KRVL,RVL,"40.6773986816, -77.6268005371",40.6773986816,-77.6268005371,0.0
7250,,1343534.376848053,-4646442.242626052,4143718.3289120435,NEW YORK,NEW YORK,2022-09-27,LGA,SW BOUND,,NEW YORK TRACON,MKE - LGA,8 NE LGA,"AT 3,000 FEET",KLGA,large_airport,21.0,,US,US-NY,New York,KLGA,LGA,KLGA,LGA,"40.777199, -73.872597",40.777199,-73.872597,0.0
7251,,1533635.5665094198,-4381336.78615444,4359403.790065723,MAINE,ROCKLAND,2022-09-27,SFM,W BOUND,1725E,PORTLAND ATCT,BHB - SFM,6 N ROCKLAND,"AT 6,500 FEET",KSFM,small_airport,244.0,,US,US-ME,Sanford,KSFM,SFM,KSFM,SFM,"43.393901824951, -70.708000183105",43.393901824951,-70.708000183105,0.0
7252,,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,E BOUND,1717C,HOUSTON ARTCC,,,"AT 3,000 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
7253,,667806.5665590948,-5219837.740713112,3591798.1014965763,CALIFORNIA,HAYWARD,,AND,,,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7254,,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA, ST PETERSBURG-CLEARWATER,,AND,,1605E,ST PETERSBURG ATCT,,3 NNW PIE,AT 800 FEET,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7255,,-1241829.507731127,-4742677.971129063,4066210.206869713,ARIZONA,MESA,,DEN,S BOUND,1300M,PHOENIX TRACON,,3 S FALCON FIELD ARPT,"AT 2,200 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7256,,158668.2233838545,-4773436.809181347,4213090.323102966,NEVADA,LAS VEGAS,,LOT,W BOUND,1127P,LAS VEGAS ATCT,,6 NNE LAS,"AT 3,000 FEET",KLOT,small_airport,679.0,,US,US-IL,Chicago/Romeoville,KLOT,LOT,KLOT,LOT,"41.6072998, -88.09619904",41.6072998,-88.09619904,0.0
7257,,848189.1248197181,-5548768.681898493,3018438.2657909067,FLORIDA,ORLANDO,,MCO,N BOUND,1044E,ORLANDO TRACON,,,"AT 1,200 FEET",KMCO,large_airport,96.0,,US,US-FL,Orlando,KMCO,MCO,KMCO,MCO,"28.429399490356445, -81.30899810791016",28.429399490356445,-81.30899810791016,0.0
7258,,-4650041.613511487,3181328.7607320296,-2979440.375173413,CALIFORNIA,CAMARILLO,,CMA,N BOUND,,,,3 E CMA,,YCMU,medium_airport,630.0,OC,AU,AU-QLD,,YCMU,CMA,YCMU,,"-28.030000686645508, 145.6219940185547",-28.030000686645508,145.6219940185547,0.0
7259,,594606.4140007682,-5119860.541306616,3744277.990899398,CALIFORNIA,LOS ANGELES,,MOR,WSW BOUND,1335P,LAX ATCT,,,AT 800 FEET,KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7260,,-514706.12011658354,-5505111.959842761,3168875.9837484965,TEXAS,HOUSTON,,IAH,E BOUND,1252C,GEORGE BUSH INTERCONTINENTAL ATCT,,9 W IAH,"AT 2,500 FEET",KIAH,large_airport,97.0,,US,US-TX,Houston,KIAH,IAH,KIAH,IAH,"29.984399795532227, -95.34140014648438",29.984399795532227,-95.34140014648438,0.0
7261,,-708452.1322544299,-5094764.5189340785,3758575.99509288,CALIFORNIA,BURBANK,,END,N BOUND,1120P,BURBANK ATCT,,,"AT 2,000 FEET",KEND,medium_airport,1307.0,,US,US-OK,Enid,KEND,END,KEND,END,"36.339199, -97.916496",36.339199,-97.916496,0.0
7262,,667806.5665590948,-5219837.740713112,3591798.1014965763,TEXAS,COLLEGE STATION,,AND,W BOUND,1120C,COLLEGE STATION ATCT,,7 NE CLL,"AT 2,000 FEET",KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7263,,667806.5665590948,-5219837.740713112,3591798.1014965763,FLORIDA,WEST PALM BEACH,,AND,,1425E,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7264,,-1241829.507731127,-4742677.971129063,4066210.206869713,FLORIDA,CROSS CITY,,DEN,S BOUND,1401E,JACKSONVILLE ARTCC,,16 N CROSS CITY,"AT 7,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7265,,667806.5665590948,-5219837.740713112,3591798.1014965763,CALIFORNIA,SAN JOSE,,AND,,1255P,,,,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7266,,-1241829.507731127,-4742677.971129063,4066210.206869713,NORTH CAROLINA,CHARLOTTE,,DEN,W BOUND,1815E,CHARLOTTE ATCT,,18 N CHARLOTTE,"AT 4,000 FEET",KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
7267,,594606.4140007682,-5119860.541306616,3744277.990899398,TENNESSEE,NASHVILLE,,MOR,,1622C,NASHVILLE ATCT,,27 SE OF BNA,"AT 4,500 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7268,,-769580.5059462583,-5201159.398821019,3598478.605609203,OHIO, MOOREFIELD,,LAW,,1523E,MOOREFIELD ATCT,,,"AT 5,500 FEET",KLAW,medium_airport,1110.0,,US,US-OK,Lawton,KLAW,LAW,KLAW,LAW,"34.567699, -98.416603",34.567699,-98.416603,0.0
7269,,667806.5665590948,-5219837.740713112,3591798.1014965763,OHIO,LEBANON,,AND,,1503E,LEBANON ATCT,,5 SE LEBANON,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7270,,-715306.687853423,-5038869.158286102,3831426.740321764,CALIFORNIA,SAN DIEGO,,ANY,W BOUND,1331P,SAN ATCT,,5 E SAN DIEGO,"AT 1,800 FEET",KANY,small_airport,1340.0,,US,US-KS,Anthony,KANY,ANY,KANY,ANY,"37.158501, -98.079597",37.158501,-98.079597,0.0
7271,,667806.5665590948,-5219837.740713112,3591798.1014965763,KENTUCKY,LEXINGTON,,AND,,1255E,LEXINGTON ATCT,,6 S OF LEX,,KAND,medium_airport,782.0,,US,US-SC,Anderson,KAND,AND,KAND,AND,"34.4945983887, -82.70939636230001",34.4945983887,-82.70939636230001,0.0
7272,,594606.4140007682,-5119860.541306616,3744277.990899398,FLORIDA,FORT LAUDERDALE,,MOR,E BOUND,1239E,FORT LAUDERDALE ATCT,,7 W FORT LAUDERDALE,"AT 2,000 FEET",KMOR,small_airport,1313.0,,US,US-TN,Morristown,KMOR,MOR,KMOR,MOR,"36.179401, -83.375504",36.179401,-83.375504,0.0
7273,,-1241829.507731127,-4742677.971129063,4066210.206869713,NEW YORK,NEW YORK,,DEN,,1205E,JFK ATCT,,3 NE OF JFK,,KDEN,large_airport,5431.0,,US,US-CO,Denver,KDEN,DEN,KDEN,DEN,"39.861698150635, -104.672996521",39.861698150635,-104.672996521,0.0
