date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,airspace_class
2024-07-31,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1327E/CHARLOTTE ATCT ADVISED, PILATUS PC24, OBSERVED A WHITE QUAD-COPTER UAS WHILE NORTHBOUND AT 2,500 FEET, 5 S CLT. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/KC ",35.13028426311872,-80.9490555555556,250,CHARLOTTE/DOUGLAS INTL,AIRPORT,1327E,2024-07-31 18:27:00,19.0,CHARLOTTE CLASS B AREA A,3048.0,3048.0,B
2024-07-31,CALIFORNIA,CHINO,"PRELIM INFO FROM FAA OPS: CHINO, CA/UAS SIGHTING/2053P/CHINO ATCT ADVISED, PIPER P28R, FUL - FUL, REPORTED A UAS AT SAME ALTITUDE FROM THEIR 9 O'CLOCK POSITION WHILE E BOUND AT 1,000 FEET 1 SSW CNO. NO EVASIVE ACTION TAKEN. CHINO PD NOTIFIED.",33.85658816362965,-117.98744281829686,1000,FULLERTON MUNI,AIRPORT,2053P,2024-07-31 17:53:00,151.0,LOS ANGELES CLASS B AREA I,3048.0,3048.0,B
2024-07-31,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/2008E/MIAMI ATCT ADVISED, A21N, LAX - MIA, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE ESE BOUND AT 2,200 FEET 6 WNW MIA. NO EVASIVE ACTION TAKEN. MIAMI DADE PD NOTIFIED.",33.980783029103385,-118.51914742232648,2200,LOS ANGELES INTL,AIRPORT,2008E,2024-08-01 01:08:00,143.0,LOS ANGELES CLASS B AREA A,3048.0,3048.0,B
2024-07-31,CALIFORNIA,OROVILLE,"PRELIM INFO FROM FAA OPS: OROVILLE, CA/UAS SIGHTING/1617P/NORCAL TRACON ADVISED, CRJ9, VANCOUVER, CANADA (CYVR) - SMF, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 11,000 FEET 4 SE OVE. NO EVASIVE ACTION TAKEN. BUTTE COUNTY SHERIFF NOTIFIED.",39.440608566348715,-121.56115140931736,11000,OROVILLE MUNI,AIRPORT,1617P,2024-07-31 13:17:00,,,,,
2024-07-31,NEW JERSEY,SOLBERG,"PRELIM INFO FROM FAA OPS: SOLBERG, NJ/UAS SIGHTING/1835C/PHILADELPHIA APPROACH ADVISED, B772, RJTT - EWR, OBSERVED A WHITE COLORED UAS WHILE EASTBOUND AT 4,800 FEET, 25 NE SOLBERG. NO INJURIES REPORTED. NEW JERSEY STATE POLICE NOTIFIED.",30.337306469051004,-89.68778073733976,480,LAKEFRONT,AIRPORT,1835C,2024-08-01 00:35:00,2771.0,R4403C INT 2000-0500 LCL AS ACT AND BY NOTAM,3048.0,3048.0,
2024-08-01,VIRGINIA,Chantilly,"PRELIM INFO FROM FAA OPS: CHANTILLY, VA/UAS SIGHTING/LATE REPORT - 8-1 1513E/POTOMAC TRACON ADVISED, CRJ9, CLT - IAD, REPORTED A WHITE UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 9 ENE IAD. NO EVASIVE ACTION TAKEN. FAIRFAX COUNTY PD NOTIFIED.",39.00477785063549,-77.28215063181617,2000,WASHINGTON DULLES INTL,AIRPORT,1513E,2024-08-01 20:13:00,364.0,WASHINGTON-TRI AREA CLASS B AREA E,3048.0,3048.0,B
2024-08-01,SOUTH CAROLINA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, SC/UAS SIGHTING/1540E/CHARLESTON ATCT ADVISED, CESSNA C182, CAE - CHS, REPORTED A UAS 1,000 FEET BELOW ACFT FROM THE 2 O'CLOCK POSITION WHILE SSW BOUND AT 1,500 FEET 5 NNE CHARLESTON, SC (CHS). NO EVASIVE ACTION TAKEN. CHARLESTON COUNTY SHERIFF NOTIFIED.",34.01595920870853,-81.08117145480261,1500,COLUMBIA METRO,AIRPORT,1540E,2024-08-01 20:40:00,445.0,COLUMBIA METROPOLITAN AIRPORT CLASS C,1280.16,1280.16,C
2024-08-01,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1305C/HOUSTON TRACON ADVISED, CESSNA C68A, HOU - DAL, REPORTED A UAS WHILE E BOUND AT 4,000 FEET 10 W HOU. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",29.6456618913935,-95.4685002213275,4000,WILLIAM P HOBBY,AIRPORT,1305C,2024-08-01 19:05:00,107.0,HOUSTON CLASS B AREA B,3048.0,3048.0,B
2024-08-01,MASSACHUSETTS,LAWRENCE,"PRELIM INFO FROM FAA OPS: LAWRENCE, MA/UAS SIGHTING/1235E/BOSTON TRACON ADVISED, PILATUS PC12, JPX - PSM, REPORTED A BLACK AND SILVER UAS WHILE ENE BOUND AT 4,000 FEET 50 NE LAWRENCE VOR. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/DD ",43.664444193001025,-70.01146841698792,4000,PORTSMOUTH INTL AT PEASE,AIRPORT,1235E,2024-08-01 17:35:00,,,,,
2024-08-02,TEXAS,CISCO,"PRELIM INFO FROM FAA OPS: CISCO, TX/UAS SIGHTING/1030C/FORT WORTH ARTCC ADVISED, EXPERIMENTAL LANCAIR LNC4, GTU - APA, REPORTED A WHITE UAS WHILE NE AT 15,500 FEET 3 SE GZN. NO EVASIVE ACTION TAKEN. SHACKLEFORD PD NOTIFIED.",39.53472436558996,-104.80359504893904,15500,CENTENNIAL,AIRPORT,1030C,2024-08-02 16:30:00,76.0,DENVER CLASS B AREA E,3657.6,3657.6,B
2024-08-03,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1945E/ATLANTA TRACON ADVISED, A21N, PDX - ATL, REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE E BOUND AT 5,700 FEET 11 ENE ATL. NO EVASIVE ACTION TAKEN. DEKALB COUNTY POLICE NOTIFIED.",33.70682033811554,-84.224831790073,5700,HARTSFIELD - JACKSON ATLANTA INTL,AIRPORT,1945E,2024-08-04 00:45:00,4.0,ATLANTA CLASS B AREA B,3810.0,3810.0,B
2024-08-03,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1100P/SOCAL TRACON ADVISED, BOMBARDIER CL35, SJC - LAX, REPORTED A UAS FROM 100 FEET ABOVE THE 12 O'CLOCK POSITION WHILE ENE BOUND AT 3,700 FEET 9 NE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES PD AIR SUPPORT NOTIFIED.",34.04868529492204,-118.28040005875077,3700,LOS ANGELES INTL,AIRPORT,1100P,2024-08-03 08:00:00,145.0,LOS ANGELES CLASS B AREA C,3048.0,3048.0,B
2024-08-03,MICHIGAN,PONTIAC,"PRELIM INFO FROM FAA OPS: PONTIAC, MI/UAS SIGHTING/2330E/DETROIT TRACON ADVISED, DIAMOND DA40, REPORTED A UAS WITH A WHITE LIGHT AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,500 FEET 8 WSW PTK. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC RL/MA ",42.61447445448037,-83.5873354809039,3500,OAKLAND COUNTY INTL,AIRPORT,2330E,2024-08-04 04:30:00,93.0,DETROIT CLASS B AREA H,3048.0,3048.0,B
2024-08-03,NEW YORK,ROCHESTER,"PRELIM INFO FROM FAA OPS: ROCHESTER, NY/UAS SIGHTING/1707E/ROCHESTER ATCT ADVISED, CIRRUS SR20, PTK - ROC, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE ENE BOUND AT 2,500 FEET 8 N ROC. NO EVASIVE ACTION TAKEN. MONROE COUNTY SHERIFF NOTIFIED.",42.79900850843669,-83.4205056388889,2500,OAKLAND COUNTY INTL,AIRPORT,1707E,2024-08-03 22:07:00,,,,,
2024-08-04,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1227E/ATLANTA ARTCC ADVISED, B712, CAE - ATL, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE E BOUND AT 600 FEET 1 W ATL. NO EVASIVE ACTION TAKEN. COLLEGE PARK PD NOTIFIED.",33.938836148194255,-81.13956835582758,600,COLUMBIA METRO,AIRPORT,1227E,2024-08-04 17:27:00,445.0,COLUMBIA METROPOLITAN AIRPORT CLASS C,1280.16,1280.16,C
2024-08-04,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS SIGHTING/1211P/CAMARILLO ATCT ADVISED, CESSNA C172, IZA - CMA, REPORTED A MODEL ACFT FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 800 FEET 2 E CMA. NO EVASIVE ACTION TAKEN. VENTURA COUNTY SHERIFF NOTIFIED.",34.60680859504706,-120.03516740748876,800,SANTA YNEZ/KUNKLE FLD,AIRPORT,1211P,2024-08-04 09:11:00,,,,,
2024-08-04,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1200C/CHICAGO TRACON ADVISED, B737, OAK - MDW, REPORTED A RED UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 4,000 FEET 3 ESE MDW. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",45.16568311293877,-109.19241942677455,4000,RED LODGE,AIRPORT,1200C,2024-08-04 18:00:00,,,,,
2024-08-04,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1355C/CHICAGO TRACON ADVISED, E75L, DTW - ORD, REPORTED A BLACK UAS FROM THE RIGHT SIDE WHILE W BOUND AT 3,700 FEET 10 E ORD. ACFT TURNED LEFT TO PREVENT FURTHER LOSS OF SEPN. FBI NOTIFIED.",42.21221185663829,-83.12911188841817,3700,DETROIT METRO WAYNE COUNTY,AIRPORT,1355C,2024-08-04 19:55:00,88.0,DETROIT CLASS B AREA C,3048.0,3048.0,B
2024-08-04,MICHIGAN,DETROIT,"PRELIM INFO FROM FAA OPS: DETROIT, MI/UAS SIGHTING/1520E/DETROIT TRACON ADVISED, CRJ9, PHL - DTW, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE SW BOUND AT 500 FEET 2 ENE DXO. NO EVASIVE ACTION TAKEN. MSP NOTIFIED.",39.88484318044213,-75.20065645457414,500,PHILADELPHIA INTL,AIRPORT,1520E,2024-08-04 20:20:00,218.0,PHILADELPHIA CLASS B AREA A,2133.6,2133.6,B
2024-08-04,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/1835C/HOUSTON ATCT ADVISED, CIRRUS SR22, REPORTED A UAS WHILE SE BOUND AT 2,700 FEET 8 NW HOU. NO EVASIVE ACTION TAKEN. HOUSTON PD NOTIFIED.",29.740268468980936,-95.38553078839381,2700,WILLIAM P HOBBY,AIRPORT,1835C,2024-08-05 00:35:00,105.0,HOUSTON CLASS B AREA A,3048.0,3048.0,B
2024-08-04,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/0800P/SOCAL TRACON ADVISED, B738, BNA - LAX, REPORTED UAS FROM THE 3 O'CLOCK POSITION WHILE WSW BOUND AT 9,000 FEET 22 E LAX. NO EVASIVE ACTION TAKEN. FULLERTON PD NOTIFIED.",36.12362000012526,-86.22558226664094,9000,NASHVILLE INTL,AIRPORT,0800P,2024-08-04 05:00:00,,,,,
2024-08-04,OHIO,ROSEWOOD,"PRELIM INFO FROM FAA OPS: ROSEWOOD, OH/UAS SIGHTING/1030E/COLUMBUS ATCT ADVISED, CIRRUS SR22, OZW - UNKN, REPORTED A BLACK UAS WHILE S BOUND AT 8,400 FEET 25 NNE ROD VOR. OHIO HIGHWAY PATROL NOTIFIED.",43.01427870732621,-83.76485158215179,8400,LIVINGSTON COUNTY SPENCER J HARDY,AIRPORT,1030E,2024-08-04 15:30:00,471.0,"FLINT, BISHOP INTL AIRPORT CLASS C",1463.04,1463.04,C
2024-08-05,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1740E/BOSTON TRACON ADVISED, BEECH BE20, UNKN - UNKN , REPORTED A BLUE UAS WHILE N BOUND AT 3,000 FEET 5 N BOS. NO EVASIVE ACTION TAKEN. BOSTON PD NOTIFIED.",42.44630692561046,-71.0063888888889,3000,GENERAL EDWARD LAWRENCE LOGAN INTL,AIRPORT,1740E,2024-08-05 22:40:00,15.0,BOSTON CLASS B AREA A,2133.6,2133.6,B
2024-08-05,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2232C/HOUSTON TRACON ADVISED, B738, MIA - IAH, REPORTED A UAS WITH SET OF LIGHTS OFF LEFT SIDE WHILE W BOUND AT 5,500 FEET 30 E IAH. NO EVASIVE ACTION TAKEN. HOUSTON FBI NOTIFIED.",38.92793603965272,-89.78924149271229,5500,ST CHARLES COUNTY RGNL/SMARTT FLD,AIRPORT,2232C,2024-08-06 04:32:00,,,,,
2024-08-05,CALIFORNIA,SAN BERNARDINO,"PRELIM INFO FROM FAA OPS: SAN BERNARDINO, CA/UAS SIGHTING/1344P/SOCAL TRACON ADVISED, C30J, REPORTED A BLACK UAS AT 12 O'CLOCK POSITION AT 8,000 FEET WHILE SE BOUND 5 N SAN BERNARDINO. NO EVASIVE ACTION TAKEN. LEO NOTIFIED.",32.81706107383221,-117.189663333333,8000,SAN DIEGO INTL,AIRPORT,1344P,2024-08-05 10:44:00,283.0,SAN DIEGO CLASS B AREA J,3048.0,3048.0,B
2024-08-07,WASHINGTON,OLYMPIA,"PRELIM INFO FROM FAA OPS: OLYMPIA, WA/UAS SIGHTING/1805P/OLYMPIA FCT ADVISED, CESSNA C172, PLU - PLU, REPORTED A BLUE UAS AT SAME ALTITUDE WHILE N BOUND AT 200 FEET 1 N OLM. NO EVASIVE ACTION TAKEN. TUMWATER PD NOTIFIED.",47.12057871648151,-122.287200277778,200,PIERCE COUNTY - THUN FLD,AIRPORT,1805P,2024-08-07 15:05:00,330.0,SEATTLE CLASS B AREA N,3048.0,3048.0,B
2024-08-07,CALIFORNIA,SALINAS,"PRELIM INFO FROM FAA OPS: SALINAS, CA/UAS SIGHTING/1607P/SALINAS ATCT ADVISED, CIRRUS SR22, RHV - SNS, REPORTED TWO WHITE AND GREY UAS AT SAME ALTITUDE FROM THE 3 O'CLOCK POSITION WHILE SE BOUND AT 800 FEET 1.5 NNW SNS. NO EVASIVE ACTION TAKEN. SALINAS PD NOTIFIED.",37.3559857714833,-121.83180504403452,800,REID-HILLVIEW OF SANTA CLARA COUNTY,AIRPORT,1607P,2024-08-07 13:07:00,1183.0,SAN JOSE REID-HILLVIEW AIRPORT CLASS D,609.6,609.6,D
2024-08-07,WASHINGTON,TACOMA,"PRELIM INFO FROM FAA OPS: TACOMA, WA/UAS SIGHTING/1651P/TACOMA NARROWS FCT ADVISED, CESSNA C172, TIW - TIW, REPORTED A GREY UAS WHILE N BOUND AT 800 FEET 2 N TIW. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC JE/JF ",47.30126087035846,-122.578111111111,800,TACOMA NARROWS,AIRPORT,1651P,2024-08-07 13:51:00,327.0,SEATTLE CLASS B AREA K,3048.0,3048.0,B
2024-08-07,KANSAS,WICHITA,"PRELIM INFO FROM FAA OPS: WICHITA, KS/UAS SIGHTING/1926C/WICHITA ATCT ADVISED, BEECH BE63, ICT - ICT, REPORTED A UAS WHILE W BOUND AT 2,200 FEET 3 NNE ICT. NO EVASIVE ACTION TAKEN. WICHITA ARPT PD NOTIFIED.",37.69619799513611,-97.40893456767047,2200,WICHITA DWIGHT D EISENHOWER NTL,AIRPORT,1926C,2024-08-08 01:26:00,689.0,WICHITA MID-CONTINENT AIRPORT CLASS C,1615.44,1615.44,C
2024-08-08,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1820P/SOCAL TRACON ADVISED, B789, PARIS, FRANCE (LFPG) - LAX, REPORTED A BLACK UAS WHILE WSW BOUND AT 3,100 FEET 10 ENE LAX. NO EVASIVE ACTION TAKEN. LOS ANGELES PD AIR SUPPORT NOTIFIED.",34.00625156315246,-118.22282862969283,3100,LOS ANGELES INTL,AIRPORT,1820P,2024-08-08 15:20:00,144.0,LOS ANGELES CLASS B AREA B,3048.0,3048.0,B
2024-08-09,MISSISSIPPI,MERIDIAN,"PRELIM INFO FROM FAA OPS: MERIDIAN, MS/UAS SIGHTING/1604C/MERIDIAN FCT ADVISED, PIPER P28A, EKY - EKY, REPORTED A UAS WHILE BETWEEN 2,500-3,000 FEET 3.5 NE MEI. PIC REPORTED NMAC. LOCAL LEO NOTIFICATION NUMBER NOT REPORTED. WOC RC/MO ",33.353927199906224,-86.87706244122192,300,BESSEMER,AIRPORT,1604C,2024-08-09 22:04:00,,,,,
2024-08-09,CALIFORNIA,STOCKTON,"PRELIM INFO FROM FAA OPS: STOCKTON, CA/UAS SIGHTING/1243P/NORCAL TRACON ADVISED, CIRRUS SR22, TVL - LVK, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE SW BOUND AT 8,000 FEET 11 N SCK. NO EVASIVE ACTION REPORTED. SAN JOAQUIN COUNTY SHERIFF NOTIFIED.",39.077395279484975,-119.995333333333,8000,LAKE TAHOE,AIRPORT,1243P,2024-08-09 09:43:00,,,,,
2024-08-10,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1923C/CHICAGO TRACON ADVISED, B738, MCI - ORD, REPORTED A LARGE SILVER UAS 500 FEET BELOW THEIR 12 O'CLOCK POSITION WHILE W BOUND AT 4,500 FEET 17 ESE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED. WOC JF/JE ",41.86793108255817,-87.55779033615282,4500,CHICAGO O'HARE INTL,AIRPORT,1923C,2024-08-11 01:23:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,B
2024-08-10,KENTUCKY,LOUISVILLE,"PRELIM INFO FROM FAA OPS: LOUISVILLE, KY/UAS SIGHTING/1536E/LOUISVILLE ATCT ADVISED, CESSNA C208, REPORTED A UAS WHILE W BOUND AT 6,000 FEET 2 E LOU. NO EVASIVE ACTION TAKEN. KSP NOTIFIED.",38.22797640518026,-85.62144656442072,6000,BOWMAN FLD,AIRPORT,1536E,2024-08-10 20:36:00,538.0,LOUISVILLE STANDIFORD FIELD AIRPORT CLASS C,1371.6,1371.6,C
2024-08-10,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/2207E/PHILADELPHIA ATCT ADVISED, B38M, EWR - IAD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SW BOUND AT 1,000 FEET 3 SW PHL. NO EVASIVE ACTION TAKEN. NEW JERSEY HOMELAND SECURITY NOTIFIED.",30.00696982299193,-90.06897039757057,1000,LAKEFRONT,AIRPORT,2207E,2024-08-11 03:07:00,186.0,NEW ORLEANS CLASS B AREA D,2133.6,2133.6,B
2024-08-11,CONNECTICUT,BRIDGEPORT,"PRELIM INFO FROM FAA OPS: BRIDGEPORT, CT/UAS SIGHTING/1420E/BOSTON ARTCC ADVISED, B350, FRG - MVY, REPORTED A UAS WHILE N BOUND AT 13,000 FEET 3 E BDR. NO EVASIVE ACTION TAKEN. STRATFORD EMERGENCY COMMUNICATIONS CENTER NOTIFIED.",41.39339832300365,-70.54744128907878,13000,MARTHA'S VINEYARD,AIRPORT,1420E,2024-08-11 19:20:00,1037.0,MARTHA'S VINEYARD CLASS D,792.48,792.48,D
2024-08-11,WEST VIRGINIA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, WV/UAS SIGHTING/1749E/CHARLESTON ATCT ADVISED, PIPER P28A, CRW - CRW, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE SW BOUND AT 1,800 FEET 2.5 NE CRW. NO EVASIVE ACTIONS TAKEN. ARPT PD NOTIFIED.",38.40550066742465,-81.55541185920003,1800,WEST VIRGINIA INTL YEAGER,AIRPORT,1749E,2024-08-11 22:49:00,430.0,CHARLESTON YEAGER AIRPORT CLASS C,1524.0,1524.0,C
2024-08-11,WEST VIRGINIA,CHARLESTON,"PRELIM INFO FROM FAA OPS: CHARLESTON, WV/UAS SIGHTING/1912E/CHARLESTON ATCT ADVISED, CESSNA T206, LUK - CRW, REPORTED A GOLD AND BLACK UAS WHILE NE BOUND AT 2,000 FEET 3 NE CRW. PILOT TURNED TO AVIOD UAS. CHARLESTON ARPT PD NOTIFIED.",38.41139673318757,-81.54791185449766,2000,WEST VIRGINIA INTL YEAGER,AIRPORT,1912E,2024-08-12 00:12:00,430.0,CHARLESTON YEAGER AIRPORT CLASS C,1524.0,1524.0,C
2024-08-11,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1936C/CHICAGO O'HARE ATCT ADVISED, CRJ2, MLI - ORD, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE W BOUND AT 1,600 FEET 2 SSE ORD. NO EVASIVE ACTION TAKEN. CHICAGO ARPT PD NOTIFIED.",41.41739592835939,-90.49081518671976,1600,QUAD CITIES INTL,AIRPORT,1936C,2024-08-12 01:36:00,562.0,MOLINE CLASS C,1402.08,1402.08,C
2024-08-11,OHIO,CINCINNATI,"PRELIM INFO FROM FAA OPS: CINCINNATI, OH/UAS SIGHTING/1930E/COVINGTON APCH ADVISED, BOMBARDIER CL35, BGR - LUK, REPORTED A BLACK UAS FROM THE 3 O'CLOCK POSITION WHILE SW BOUND AT 4,000 FEET 7 NE LUK. NO EVASIVE ACTION TAKEN. LEO NOT NOTIFIED. WOC AJ/KC ",44.88987479231562,-68.7120984324178,4000,BANGOR INTL,AIRPORT,1930E,2024-08-12 00:30:00,400.0,BANGOR CLASS C,1280.16,1280.16,C
2024-08-11,OHIO,COLUMBUS,"PRELIM INFO FROM FAA OPS: COLUMBUS, OH/UAS SIGHTING/1335E/COLUMBUS ATCT ADVISED, BEECH B350, MGW - CHS, REPORTED A UAS WHILE E BOUND AT 2,000 FEET 5 NNE CMH. NO EVASIVE ACTION TAKEN. FRANKLIN COUNTY SHERIFF NOTIFIED.",32.975773511309484,-80.00261918655835,2000,CHARLESTON AFB/INTL,AIRPORT,1335E,2024-08-11 18:35:00,428.0,CHARLESTON AFB/INTL AIRPORT CLASS C,1219.2,1219.2,C
2024-08-11,TEXAS,FORT WORTH,"PRELIM INFO FROM FAA OPS: FORT WORTH, TX/UAS SIGHTING/1932C/ALLIANCE ATCT ADVISED, B738, AFW - PHX, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE SSE BOUND AT 2,000 FEET 1 SSE AFW. NO EVASIVE ACTION TAKEN. FORT WORTH PD NOTIFIED.",32.97487847518199,-97.31184780064727,2000,PEROT FLD/FORT WORTH ALLIANCE,AIRPORT,1932C,2024-08-12 01:32:00,67.0,DALLAS CLASS B AREA J,3352.8,3352.8,B
2024-08-11,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1640P/LOS ANGELES ARTCC ADVISED, CRJ7, LAX - ASE, REPORTED A WHITE UAS FROM THE 10 O'CLOCK POSITION WHILE NNE BOUND AT 14,600 FEET 13 NE LAX. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC KC/RL ",34.095837176292115,-118.22356524794608,14600,LOS ANGELES INTL,AIRPORT,1640P,2024-08-11 13:40:00,145.0,LOS ANGELES CLASS B AREA C,3048.0,3048.0,B
2024-08-11,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/0855P/SAN DIEGO ATCT ADVISED, A321, AEX - SAN, REPORTED A SILVER UAS WHILE N BOUND AT 2,000 FEET 5 E SAN. NO EVASIVE ACTION TAKEN. SAN DIEGO ARPT PD NOTIFIED.",31.327334798779308,-92.45126287318563,2000,ALEXANDRIA INTL,AIRPORT,0855P,2024-08-11 05:55:00,,,,,
2024-08-12,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1515E/ATLANTA TRACON ADVISED, B739, SAV - ATL, REPORTED A UAS FROM THE 10 O'CLOCK POSITION WHILE WNW BOUND AT 3,000 FEET 12 ESE ATL. NO EVASIVE ACTION TAKEN. HENRY COUNTY SHERIFF NOTIFIED.",33.559823840606875,-84.2067502442965,3000,HARTSFIELD - JACKSON ATLANTA INTL,AIRPORT,1515E,2024-08-12 20:15:00,5.0,ATLANTA CLASS B AREA C,3810.0,3810.0,B
2024-08-12,NEW HAMPSHIRE,MANCHESTER,"PRELIM INFO FROM FAA OPS: MANCHESTER, NH/UAS SIGHTING/1700E/BOSTON TRACON ADVISED, CESSNA C402, RUT - BOS,  REPORTED A WHITE UAS FROM THE 1 O'CLOCK POSITION WHILE ENE BOUND AT 16,000 FEET 11 NW MANCHESTER. NO EVASIVE ACTION TAKEN. NEW HAMPSHIRE STATE PD NOTIFIED.",30.172278662877442,-90.1778066109108,16000,LAKEFRONT,AIRPORT,1700E,2024-08-12 22:00:00,186.0,NEW ORLEANS CLASS B AREA D,2133.6,2133.6,B
2024-08-12,TEXAS,MINERAL WELLS,"PRELIM INFO FROM FAA OPS: MINERAL WELLS, TX/UAS SIGHTING/0900C/FORT WORTH ARTCC ADVISED, CESSNA C172, GKY - MAF, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE W BOUND AT 10,000 FEET 5 SE MILLSAP VORTAC.  NO EVASIVE ACTION TAKEN.  PARKER COUNTY SHERIFF NOTIFIED.",32.60479818285524,-97.02452200715615,10000,ARLINGTON MUNI,AIRPORT,0900C,2024-08-12 15:00:00,64.0,DALLAS CLASS B AREA G,3352.8,3352.8,B
2024-08-12,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1323C/MINNEAPOLIS TRACON ADVISED, B739, SEA - MSP, REPORTED A UAS FROM THE 3 Oâ€™CLOCK POSITION WHILE S BOUND AT 8,000 FEET 7 WSW MSP. NO EVASIVE ACTION TAKEN. BLOOMINGTON DISPATCH NOTIFIED.",44.83722894474543,-93.37325389671365,8000,MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN,AIRPORT,1323C,2024-08-12 19:23:00,173.0,MINNEAPOLIS CLASS B AREA B,3048.0,3048.0,B
2024-08-12,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1230E/KENNEDY ATCT ADVISED, A321, FLL - JFK, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE NW BOUND AT 800 FEET 4 SE JFK. NO EVASIVE ACTION TAKEN. ARPT PD NOTIFIED.",26.024375774679807,-80.0973627632323,800,FORT LAUDERDALE/HOLLYWOOD INTL,AIRPORT,1230E,2024-08-12 17:30:00,475.0,FORT LAUDERDALE-HOLLYWOOD INTERNATIONAL AIRPORT CLASS C AREA A,1219.2,1219.2,C
