,date_of_sighting,state,city,summary,drone_latitude,drone_longitude,drone_altitude_ft,Facility Name,Facility Type,Time,Time_UTC,index_right,airspace_name,min_altitude,max_altitude,alt_scaled
7693,2024-08-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1926C/CHICAGO TRACON ADVISED, B763, BWI - ORD, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 8,000 FEET 7 S ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.860222881164674,-87.9081497222222,8000,CHICAGO O'HARE INTL,AIRPORT,1926C,2024-08-22 01:26:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,6000
7696,2024-08-23,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1325C/CHICAGO TRACON ADVISED, CESSNA C208, REPORTED A GREY UAS FROM THE 12 O'CLOCK POSITION WHILE S BOUND AT 5.500 FEET 4 S ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.91024491410034,-87.9081497222222,500,CHICAGO O'HARE INTL,AIRPORT,1325C,2024-08-23 19:25:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,500
7707,2024-08-26,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1640C/CHICAGO TRACON ADVISED, B38M, SNA - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 20 SE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.74070038956947,-87.5932994250012,5000,CHICAGO O'HARE INTL,AIRPORT,1640C,2024-08-26 22:40:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
7715,2024-08-29,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1224E/BOSTON ATCT ADVISED, BCS3, ORD - BOS, REPORTED A UAS WHILE NE BOUND AT 2,000 FEET 4 SW BOS. NO EVASIVE ACTION TAKEN. STATE PD NOTIFIED.",41.92976223531939,-87.97130540872674,2000,CHICAGO O'HARE INTL,AIRPORT,1224E,2024-08-29 17:24:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2000
7720,2024-08-30,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1304C/CHICAGO TRACON ADVISED, E170, MEM - ORD, REPORTED A UAS FROM THE 12 Oâ€™CLOCK POSITION WHILE NE BOUND AT 10,000 FEET 25 SW ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.68150455708313,-88.3013515594997,10000,CHICAGO O'HARE INTL,AIRPORT,1304C,2024-08-30 19:04:00,,,,,6000
7734,2024-09-02,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1538C/CHICAGO ATCT ADVISED, E170, ORD - GRR, OBSERVED A UAS WHILE EASTBOUND AT 3,000 FEET, 4 E ORD. NO EVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED. WOC JA/SY ",41.976905483746684,-87.81876823490619,300,CHICAGO O'HARE INTL,AIRPORT,1538C,2024-09-02 21:38:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,300
7749,2024-09-05,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1430C/CHICAGO ATCT ADVISED, A35K, CHEK LAP KOK, HONG KONG (VHHH) - ORD, REPORTED A WHITE DRONE FROM THE 3 O'CLOCK POSITION WHILE W BOUND AT 2,200 FEET 6 E ORD. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED. WOC SW/KN ",41.976861991245144,-87.77407755206309,2200,CHICAGO O'HARE INTL,AIRPORT,1430C,2024-09-05 20:30:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2200
7758,2024-09-08,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1645C/CHICAGO TRACON ADVISED, A320, CALGARY, CANADA (CYYC) - ORD, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 7,000 FEET 18 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976235703823676,-87.50593583890212,7000,CHICAGO O'HARE INTL,AIRPORT,1645C,2024-09-08 22:45:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,6000
7812,2024-09-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1630C/CHICAGO TRACON ADVISED, B739, IAH - ORD, REPORTED A WHITE UAS AT THE 2 O'CLOCK POSITION WHILE E BOUND AT 5,500 FEET 8 SSE ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.85368237914758,-87.83987161240205,5500,CHICAGO O'HARE INTL,AIRPORT,1630C,2024-09-21 22:30:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,5500
7813,2024-09-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1718C/CHICAGO TRACON ADVISED, A320, LOS CABOS, MEXICO (MMSD) - ORD, REPORTED A UAS FROM 1 O'CLOCK POSITION WHILE W BOUND AT 5,500 FEET 8 MILES SSE ORD. NO EVASIVE ACTION TAKEN. CHICAGO FBI NOTIFIED.",41.85368237914758,-87.83987161240205,5500,CHICAGO O'HARE INTL,AIRPORT,1718C,2024-09-21 23:18:00,31.0,CHICAGO CLASS B AREA B,3048.0,3048.0,5500
7814,2024-09-21,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1920C/CHICAGO ATCT ADVISED, B788, LONDON, UNITED KINGDOM (EGLL) - ORD, REPORTED A UAS FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 2,500 FEET 4 E ORD. NO EVASIVE ACTION TAKEN. PARK RIDGE PD NOTIFIED.",41.976905483746684,-87.81876823490619,2500,CHICAGO O'HARE INTL,AIRPORT,1920C,2024-09-22 01:20:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2500
7899,2022-07-13,ILLINOIS,CHICAGO/WEST CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO/WEST CHICAGO, IL/UAS SIGHTING/2025C/CHICAGO TRACON ADVISED, BCS1, LGA - ORD, REPORTED UAS AT THE 1 O'CLOCK POSITION WHILE W BOUND AT 5,000 FEET 10 SE DUPAGE AIRPORT. NO EVASIVE ACTION TAKEN. WEST CHICAGO PD NOTIFIED.",41.85892943966715,-87.75043487881652,5000,CHICAGO O'HARE INTL,AIRPORT,2025C,2022-07-14 02:25:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5000
7915,2022-07-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1857C/CHICAGO TRACON ADVISED, E170, XNA - ORD, REPORTED UAS AT 10 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 17 ESE ORD. NO EVASIVE ACTION TAKEN. CHICAGO PD NOTIFIED.",41.86793108255817,-87.55779033615282,5000,CHICAGO O'HARE INTL,AIRPORT,1857C,2022-07-19 00:57:00,33.0,CHICAGO CLASS B AREA D,3048.0,3048.0,5000
7937,2022-07-23,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/1655E/PROVIDENCE APCH ADVISED, E170, ORD - PVD, REPORTED A GOLD UAS BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE SE BOUND AT 2,100 FEET 8 N PVD. NO EVASIVE ACTION TAKEN. RHODE ISLAND ARPT PD NOTIFIED.",42.11032867221567,-87.9081497222222,2100,CHICAGO O'HARE INTL,AIRPORT,1655E,2022-07-23 21:55:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2100
7983,2022-07-31,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2016C/CHICAGO TRACON ADVISED, CESSNA C172, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE N BOUND AT 2,000 FEET 13 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976572767165315,-87.61766089644449,2000,CHICAGO O'HARE INTL,AIRPORT,2016C,2022-08-01 02:16:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,2000
7999,2022-08-04,FLORIDA,ORLANDO,"PRELIM INFO FROM FAA OPS: ORLANDO, FL/UAS SIGHTING/1758E/ORLANDO ATCT ADVISED, B737, ORD - MCO, REPORTED WHITE QUAD COPTER UAS FROM THE 3 O'CLOCK POSITION WHILE S BOUND AT 2,000 FEET 4 N MCO. NO EVASIVE ACTION TAKEN. ORANGE COUNTY PD NOTIFIED.",42.04363486387542,-87.9081497222222,2000,CHICAGO O'HARE INTL,AIRPORT,1758E,2022-08-04 22:58:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,2000
8104,2022-08-24,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1214C/CHICAGO O'HARE ATCT ADVISED, E170, CVG - ORD, REPORTED QUAD COPTER UAS WHILE N BOUND AT 8,000 FEET 2 E ORD. NO EVASIVE ACTION REPORTED. ARPT PD NOTIFIED.",41.97693157926753,-87.8634589664012,8000,CHICAGO O'HARE INTL,AIRPORT,1214C,2022-08-24 18:14:00,30.0,CHICAGO CLASS B AREA A,3048.0,3048.0,6000
8214,2022-09-15,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1205C/CHICAGO TRACON ADVISED, CRJ7, MKE - ORD, REPORTED A BLACK AND WHITE UAS AT THE 12 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 12 ENE ORD. NO EVASIVE ACTION TAKEN. WILMETTE PD NOTIFIED.",42.05324121505437,-87.66011989562584,5000,CHICAGO O'HARE INTL,AIRPORT,1205C,2022-09-15 18:05:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,5000
8232,2022-09-18,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1555C/CHICAGO TRACON ADVISED, E145, CWA - ORD, REPORTED UAS 500 FEET ABOVE ACFT FROM THE 12 O'CLOCK POSITION WHILE W BOUND AT 4,000 FEET 15 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",41.976450989154344,-87.57297073355925,4000,CHICAGO O'HARE INTL,AIRPORT,1555C,2022-09-18 21:55:00,32.0,CHICAGO CLASS B AREA C,3048.0,3048.0,4000
