,Day of Sighting,State,City,Summary,Date,code,Direction,Time,Authority Advised,Route,Location,Altitude
7581,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1525E/CHARLOTTE TRACON ADVISED, E145, MGM - CLT, REPORTED A UAS WHILE N BOUND AT 5,000 FEET 17 S CLT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-06,MGM,N BOUND,1525E,CHARLOTTE TRACON,MGM - CLT,17 S CLT,"AT 5,000 FEET"
7582,,TEXAS,HOUSTON,"PRELIM INFO FROM FAA OPS: HOUSTON, TX/UAS SIGHTING/2048C/HOUSTON TRACON ADVISED, CRJ2, IAH - HOB, REPORTED A BLACK UAS AT THE 3 O'CLOCK POSITION WHILE NNW BOUND AT 8,500 FEET 10 N IAH. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-06,HOB,NNW BOUND,2048C,HOUSTON TRACON,IAH - HOB,10 N IAH,"AT 8,500 FEET"
7583,,HAWAII,KAILUA-KONA,"PRELIM INFO FROM FAA OPS: KAILUA-KONA, HI/UAS SIGHTING/LATE REPORT - 1155L/KONA ATCT ADVISED, B712, HKO - HNL, REPORTED UAS ON DEPARTURE CLIMB OUT AT UNKN ALTITUDE ALONG THE SHORELINE 1 W HKO. NO EVASIVE ACTION TAKEN. ARPT OPS NOTIFIED.",2024-07-06,HNL,,,KONA ATCT,HKO - HNL,1 W HKO,
7584,,MINNESOTA,ROCHESTER,"PRELIM INFO FROM FAA OPS: ROCHESTER, MN/UAS SIGHTING/1248C/ROCHESTER ATCT ADVISED, CESSNA C172, REPORTED A UAS WHILE SE BOUND AT 4,000 FEET 10 S RST. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-06,RST,SE BOUND,1248C,ROCHESTER ATCT,,10 S RST,"AT 4,000 FEET"
7585,,TEXAS,ARLINGTON,"PRELIM INFO FROM FAA OPS: ARLINGTON, TX/UAS SIGHTING/1808C/ARLINGTON FCT ADVISED, CESSNA C172, ACT - GKY, REPORTED A WHITE-YELLOW UAS FROM THE 12 O'CLOCK POSITION WHILE NNW BOUND AT 1,600 FEET 1 NE GKY. NO EVASIVE ACTION TAKEN ARLINGTON PD NOTIFIED.",2024-07-07,GKY,NNW BOUND,1808C,ARLINGTON FCT,ACT - GKY,1 NE GKY,"AT 1,600 FEET"
7586,,CONNECTICUT,HARTFORD,"PRELIM INFO FROM FAA OPS: HARTFORD, CT/UAS SIGHTING/1215E/YANKEE TRACON ADVISED, GRUMMAN AA5, REPORTED A BLACK UAS FROM THE 12 O'CLOCK POSITION WHILE NE BOUND AT 7,000 FEET 4 S HFD. NO EVASIVE ACTION TAKEN. BRADLEY ARPT PD NOTIFIED.",2024-07-07,HFD,NE BOUND,1215E,YANKEE TRACON,,4 S HFD,"AT 7,000 FEET"
7587,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/2033P/SOCAL TRACON ADVISED, A20N, SLC - LAX, REPORTED A BLACK UAS WHILE WSW BOUND AT 5,500 FEET 20 ENE LAX. NO EVASIVE ACTION TAKEN. LA COUNTY SHERIFF NOTIFIED.",2024-07-07,SLC,WSW BOUND,2033P,SOCAL TRACON,SLC - LAX,20 ENE LAX,"AT 5,500 FEET"
7588,,KENTUCKY,LOUISVILLE,"PRELIM INFO FROM FAA OPS: LOUISVILLE, KY/UAS SIGHTING/1350E/BOWMAN ATCT ADVISED, BRM AERO BRISTELL NG5, LOU - LOU, REPORTED A UAS WHILE ENE BOUND AT 1,200 FEET VCNTY LOU. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-07,LOU,ENE BOUND,1350E,BOWMAN ATCT,LOU - LOU,,"AT 1,200 FEET"
7589,,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/1239E/PHILADELPHIA TRACON ADVISED, B712, PHL - DTW, REPORTED A BLACK UAS WHILE E BOUND AT 2,100 FEET 2 E PHL. NO EVASIVE ACTION TAKEN. PHILADELPHIA ARPT PD NOTIFIED.",2024-07-07,DTW,E BOUND,1239E,PHILADELPHIA TRACON,PHL - DTW,2 E PHL,"AT 2,100 FEET"
7590,,PENNSYLVANIA,PHILADELPHIA,"PRELIM INFO FROM FAA OPS: PHILADELPHIA, PA/UAS SIGHTING/2114E/PHILADELPHIA ATCT ADVISED, LEARJET LJ60, PTK - PHL, REPORTED A UAS WHILE W BOUND AT 1,800 FEET 5 E PHL. NO EVASIVE ACTION TAKEN. PHILADELPHIA PD NOTIFIED.",2024-07-07,PTK,W BOUND,2114E,PHILADELPHIA ATCT,PTK - PHL,5 E PHL,"AT 1,800 FEET"
7591,,OREGON,PORTLAND,"PRELIM INFO FROM FAA OPS: PORTLAND, OR/UAS INCIDENT/1547P/PORTLAND TRACON ADVISED, E75L, BIL - PDX, REPORTED A UAS AT THE 12 O'CLOCK POSITION WHILE W BOUND AT 3,500 FEET 10 E PDX. NO EVASIVE ACTION TAKEN. PORT OF PORTLAND PD NOTIFIED.",2024-07-07,PDX,W BOUND,1547P,PORTLAND TRACON,BIL - PDX,10 E PDX,"AT 3,500 FEET"
7592,,GEORGIA,ATLANTA,"PRELIM INFO FROM FAA OPS: ATLANTA, GA/UAS SIGHTING/1350E/ATLANTA TRACON ADVISED, A320, ATL - GUADALAJARA, MEXICO (MMGL), REPORTED A RED UAS SUSPENDED FROM A BALLOON WHILE W BOUND AT 9,000 FEET 12 NNE ATL. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-08,RED,W BOUND,1350E,ATLANTA TRACON,"ATL - GUADALAJARA, MEXICO (MMGL)",12 NNE ATL,"AT 9,000 FEET"
7593,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1540E/CHARLOTTE ATCT ADVISED, CRJ9, SGF - CLT, REPORTED A WHITE UAS 500 FEET BELOW ACFT FROM THE 2 O'CLOCK POSITION WHILE N BOUND AT 3,500 FEET 7 S CLT. NO EVASIVE ACTION TAKEN. YORK COUNTY DISPATCH NOTIFIED.",2024-07-08,SGF,N BOUND,1540E,CHARLOTTE ATCT,SGF - CLT,7 S CLT,"AT 3,500 FEET"
7594,,WYOMING,CHEYENNE,"PRELIM INFO FROM FAA OPS: CHEYENNE, WY/UAS SIGHTING/2159M/DENVER ARTCC ADVISED, CESSNA C172, REPORTED A UAS AT THE 1 O'CLOCK POSITION WHILE NE BOUND AT 9,500 FEET 36 SE CYS. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2024-07-08,CYS,NE BOUND,2159M,DENVER ARTCC,,36 SE CYS,"AT 9,500 FEET"
7595,,SOUTH CAROLINA,MYRTLE BEACH,"PRELIM INFO FROM FAA OPS: MYRTLE BEACH, SC/UAS SIGHTING/1316E/MYRTLE BEACH ATCT ADVISED, C37, REPORTED A UAS WHILE S BOUND AT 1,900 FEET 5 N MYR. NO EVASIVE ACTION TAKEN. HORRY COUNTY SHERIFF NOTIFIED.",2024-07-08,C37,S BOUND,1316E,MYRTLE BEACH ATCT,,5 N MYR,"AT 1,900 FEET"
7596,,CALIFORNIA,SAN FRANCISCO,"PRELIM INFO FROM FAA OPS: SAN FRANCISCO, CA/UAS SIGHTING/1511P/SAN FRANCISCO ATCT ADVISED, B788, TOKYO, JAPAN (RJAA) - SFO, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 2,000 FEET 6 E SFO. NO EVASIVE ACTION TAKEN. SAN FRANCISCO PD NOTIFIED.",2024-07-08,SAN,W BOUND,1511P,SAN FRANCISCO ATCT,"TOKYO, JAPAN (RJAA) - SFO",6 E SFO,"AT 2,000 FEET"
7597,,SOUTH DAKOTA,SIOUX FALLS,"PRELIM INFO FROM FAA OPS: SIOUX FALLS, SD/UAS SIGHTING/1720C/SIOUX FALLS ATCT ADVISED, BEECH BE20, LSE - FSD, REPORTED A UAS AT THE 3 O'CLOCK POSITION WHILE W BOUND AT 2,300 FEET 3 E FSD. NO EVASIVE ACTION TAKEN. SIOUX FALLS PD NOTIFIED.",2024-07-08,LSE,W BOUND,1720C,SIOUX FALLS ATCT,LSE - FSD,3 E FSD,"AT 2,300 FEET"
7598,,GEORGIA,ALBANY,"PRELIM INFO FROM FAA OPS: ALBANY, GA/UAS SIGHTING/1325E/JACKSONVILLE ARTCC ADVISED, BEECH BE55, CGC - 71J, REPORTED A UAS WHILE W BOUND AT 10,000 FEET 26 ESE ABY. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-09,ABY,W BOUND,1325E,JACKSONVILLE ARTCC,,26 ESE ABY,"AT 10,000 FEET"
7599,,CALIFORNIA,CAMARILLO,"PRELIM INFO FROM FAA OPS: CAMARILLO, CA/UAS SIGHTING/1250P/CAMARILLO ATCT ADVISED, PIPER P28R, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 900 FEET 2 ESE CMA. NO EVASIVE ACTION TAKEN. CMA ARPT OPS NOTIFIED.",2024-07-09,CMA,E BOUND,1250P,CAMARILLO ATCT,,2 ESE CMA,AT 900 FEET
7600,,MISSOURI,KANSAS CITY,"PRELIM INFO FROM FAA OPS: KANSAS CITY, MO/UAS SIGHTING/1550C/KANSAS CITY ATCT ADVISED, CESSNA C560, REPORTED A RED UAS AT 1 O'CLOCK POSITION AT 4,000 FEET WHILE NE BOUND 8 S MKC. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-09,MKC,NE BOUND,1550C,KANSAS CITY ATCT,,8 S MKC,"AT 4,000 FEET"
7601,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1920E/NEW YORK TRACON ADVISED, CRJ9, YUL - LGA, REPORTED A YELLOW UAS WHILE SW BOUND AT 3,000 FEET 15 NE LGA. NO EVASIVE ACTION TAKEN. NEW YORK PD NOTIFIED.",2024-07-09,LGA,SW BOUND,1920E,NEW YORK TRACON,YUL - LGA,15 NE LGA,"AT 3,000 FEET"
7602,,ARIZONA,PHOENIX,"PRELIM INFO FROM FAA OPS: PHOENIX, AZ/UAS SIGHTING/1237M/GATEWAY ATCT ADVISED, BEECH BE20, RYN - IWA, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE N BOUND AT 3,500 FEET 4.5 SSE IWA. NO EVASIVE ACTION TAKEN. QUEEN CREEK PD NOTIFIED.",2024-07-09,IWA,N BOUND,1237M,GATEWAY ATCT,RYN - IWA,,"AT 3,500 FEET"
7603,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/1347C/O'HARE ATCT ADVISED, B788, BARCELONA, SPAIN (LEBL) - ORD, REPORTED A UAS WHILE E BOUND AT 2,400 FEET 5 W ORD. NO EVASIVE ACTION TAKEN. ORD ARPT OPS NOTIFIED.",2024-07-10,ORD,E BOUND,1347C,,"BARCELONA, SPAIN (LEBL) - ORD",5 W ORD,"AT 2,400 FEET"
7604,,ILLINOIS,CHICAGO/WAUKEGAN,"PRELIM INFO FROM FAA OPS: CHICAGO/WAUKEGAN, IL/UAS SIGHTING/1336C/WAUKEGAN ATCT ADVISED, CESSNA C414, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE SE BOUND AT 1,400 FEET VCNTY UGN. NO EVASIVE ACTION TAKEN. LAKE COUNTY SHERIFF NOTIFIED.",2024-07-10,UGN,SE BOUND,1336C,WAUKEGAN ATCT,,,"AT 1,400 FEET"
7605,,TEXAS,DALLAS-FORT WORTH,"PRELIM INFO FROM FAA OPS: DALLAS-FORT WORTH, TX/UAS SIGHTING/2020C/DALLAS TRACON ADVISED, B738, MEXICO CITY, MEXICO (MMMX) - DFW, REPORTED A UAS FROM THE 2 O'CLOCK POSITION WHILE N BOUND AT 9,500 FEET 10 E RANGER VORTAC (FUZ). NO EVASIVE ACTION TAKEN. DALLAS ARPT PD NOTIFIED.",2024-07-10,DFW,N BOUND,2020C,DALLAS TRACON,"MEXICO CITY, MEXICO (MMMX) - DFW",10 E RANGER VORTAC (FUZ),"AT 9,500 FEET"
7606,,IOWA,DES MOINES,"PRELIM INFO FROM FAA OPS: DES MOINES, IA/UAS SIGHTING/2219C/DES MOINES ATCT ADVISED, R135, REPORTED A UAS 200 FEET ABOVE AT THE 3 O'CLOCK POSITION WHILE SW BOUND AT 3,000 FEET 15 WSW DSM. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2024-07-10,DSM,SW BOUND,2219C,DES MOINES ATCT,,15 WSW DSM,"AT 3,000 FEET"
7607,,VIRGINIA,RICHMOND,"PRELIM INFO FROM FAA OPS: RICHMOND, VA/UAS SIGHTING/1933E/RICHMOND ATCT ADVISED, A319, IND - RIC, REPORTED A BLACK UAS 200 FEET ABOVE WHILE S BOUND AT 700 FEET 3 N RIC. NO EVASIVE ACTION TAKEN. RICHMOND PD NOTIFIED.",2024-07-10,IND,S BOUND,1933E,RICHMOND ATCT,IND - RIC,3 N RIC,AT 700 FEET
7608,,NORTH CAROLINA,CHARLOTTE,"PRELIM INFO FROM FAA OPS: CHARLOTTE, NC/UAS SIGHTING/1026E/CHARLOTTE ATCT ADVISED, A321, MCO - CLT, REPORTED A PURPLE UAS AT 12 O'CLOCK POSITION AT 2,000 FEET WHILE N BOUND 4 S CLT. NO EVASIVE ACTION TAKEN. CMPD NOTIFIED.",2024-07-11,MCO,N BOUND,1026E,CHARLOTTE ATCT,MCO - CLT,4 S CLT,"AT 2,000 FEET"
7610,,TEXAS,ABILENE,"PRELIM INFO FROM FAA OPS: ABILENE, TX/UAS SIGHTING/1000C/ABILENE TOWER ATCT ADVISED, BEECH BE33, REPORTED A WHITE UAS ABOVE ACFT WHILE WNW BOUND AT 4,000 FEET 5 NW ABI. NO EVASIVE ACTION TAKEN. ABILENE PD NOTIFIED.",2024-07-12,ABI,WNW BOUND,1000C,ABILENE TOWER ATCT,,5 NW ABI,"AT 4,000 FEET"
7611,,NEW MEXICO,ALBUQUERQUE,"PRELIM INFO FROM FAA OPS: ALBUQUERQUE, NM/UAS SIGHTING/1022M/ALBUQUERQUE APPROACH ADVISED, BEECH BE20, OBSERVED A UAS WHILE WESTBOUND AT 10,500 FEET, 21 E ABQ. NO EVASIVE ACTION REPORTED. LEO NOT NOTIFIED.",2024-07-12,ABQ,,1022M,ALBUQUERQUE APPROACH,,21 E ABQ,
7612,,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/LATE REPORT - 7/12 2100C/CRYSTAL ATCT ADVISED, CESSNA C177, REPORTED A UAS WHILE SE BOUND AT 1,500 FEET 1 NW MIC. NO EVASIVE ACTION TAKEN. NO LEO NOTIFICATION REPORTED.",2024-07-12,MIC,SE BOUND,,CRYSTAL ATCT,,1 NW MIC,"AT 1,500 FEET"
7613,,OKLAHOMA,TULSA,"PRELIM INFO FROM FAA OPS: TULSA, OK/UAS SIGHTING/1510C/TULSA APPROACH ADVISED, CESSNA C182, OBSERVED A POSSIBLE WEATHER BALLOON ON LEFT SIDE WHILE NORTHBOUND AT 9,000 FEET, 20 NW TUL. NO AVASIVE ACTION REPORTED. NO LEO NOTIFICATION PROVIDED.",2024-07-12,TUL,,1510C,TULSA APPROACH,,20 NW TUL,
7614,,NORTH CAROLINA,WILMINGTON,"PRELIM INFO FROM FAA OPS: WILMINGTON, NC/UAS SIGHTING/LATE REPORT - 0755E/WILMINGTON ATCT ADVISED, BEECH BE40, PWA - ILM, REPORTED A UAS WHILE S BOUND AT 1,600 FEET 4 WNW ILM. NO EVASIVE ACTION TAKEN. PENDER COUNTY SHERIFF NOTIFIED.",2024-07-12,ILM,S BOUND,,WILMINGTON ATCT,PWA - ILM,4 WNW ILM,"AT 1,600 FEET"
7615,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/2006C/CHICAGO TRACON ADVISED, CRJ2, FSD - ORD, REPORTED A BLACK QUAD COPTER AT 4,200 FEET WHILE W BOUND AT 4,000 FEET 15 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-13,ORD,W BOUND,2006C,CHICAGO TRACON,FSD - ORD,15 E ORD,"AT 4,200 FEET"
7616,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT - 7/14 1853C/CHICAGO TRACON ADVISED, PILATUS PC12, REPORTED A SILVER UAS AT THE 3 O'CLOCK POSITION WHILE E BOUND AT 5,000 FEET 20 E ORD. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-14,ORD,E BOUND,,CHICAGO TRACON,,20 E ORD,"AT 5,000 FEET"
7617,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-15 2000C/CHICAGO ATCT ADVISED, A320, MEXICO CITY, MEXICO (MMMX) - ORD, REPORTED A UAS AT 3 O'CLOCK POSITION AT 5,000 FEET WHILE W BOUND 16 E CHICAGO. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-14,ORD,W BOUND,,CHICAGO ATCT,"MEXICO CITY, MEXICO (MMMX) - ORD",16 E CHICAGO,"AT 5,000 FEET"
7618,,MINNESOTA,MINNEAPOLIS,"PRELIM INFO FROM FAA OPS: MINNEAPOLIS, MN/UAS SIGHTING/1624C/FLYING CLOUD ATCT ADVISED, CESSNA C182, HCD - FCM, REPORTED A BLACK UAS 500 FEET FROM ACFT WHILE E BOUND AT 2,000 FEET 7 W FCM. NO EVASIVE ACTION TAKEN. VICTORIA PD NOTIFIED.",2024-07-14,HCD,E BOUND,1624C,FLYING CLOUD ATCT,HCD - FCM,7 W FCM,"AT 2,000 FEET"
7620,,MARYLAND,BALTIMORE,"PRELIM INFO FROM FAA OPS: BALTIMORE, MD/UAS SIGHTING/1439E/BALTIMORE ATCT ADVISED, B38M, MCO - BWI, REPORTED AN ORANGE UAS AT 4,800 FEET WHILE NW BOUND 14 SSE BAL. NO EVASIVE ACTION TAKEN. ANNE ARUNDEL COUNTY POLICE NOTIFIED.",2024-07-15,MCO,NW BOUND,1439E,BALTIMORE ATCT,MCO - BWI,14 SSE BAL,"AT 4,800 FEET"
7621,,ILLINOIS,CHICAGO,"PRELIM INFO FROM FAA OPS: CHICAGO, IL/UAS SIGHTING/LATE REPORT 7-15 1957C/CHICAGO ATCT ADVISED, B738, IAH - ORD, REPORTED TWO GRAY UAS AT 3 O'CLOCK POSITION AT 5,000 FEET WHILE W BOUND 16 E CHICAGO. NO EVASIVE ACTION TAKEN. FBI NOTIFIED.",2024-07-15,IAH,W BOUND,,CHICAGO ATCT,IAH - ORD,16 E CHICAGO,"AT 5,000 FEET"
7623,,WISCONSIN,MILWAUKEE,"PRELIM INFO FROM FAA OPS: MILWAUKEE, WI/UAS SIGHTING/0951C/MILWAUKEE ATCT ADVISED, B38M, DCA - MKE, REPORTED A SILVER UAS AT 4,300 FEET WHILE W BOUND 17 ENE MKE. NO EVASIVE ACTION TAKEN. LOCAL SHERIFF DEPARTMENT NOTIFIED.",2024-07-15,MKE,W BOUND,0951C,MILWAUKEE ATCT,DCA - MKE,17 ENE MKE,"AT 4,300 FEET"
7624,,RHODE ISLAND,PROVIDENCE,"PRELIM INFO FROM FAA OPS: PROVIDENCE, RI/UAS SIGHTING/1303E/PRROVIDENCE ATCT ADVISED, B738, CLT - PVD, REPORTED A BLACK-WHITE UAS 500 FEET BELOW THE 9 O'CLOCK POSITION WHILE NNE BOUND AT 4,000 FEET 10 S PVD. NO EVASIVE ACTION TAKEN. PROVIDENCE ARPT PD NOTIFIED.",2024-07-15,PVD,NNE BOUND,1303E,PRROVIDENCE ATCT,CLT - PVD,10 S PVD,"AT 4,000 FEET"
7625,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/1040E/BOSTON ATCT ADVISED, E190, CLT - BOS, REPORTED A UAS FROM THE 11 O'CLOCK POSITION WHILE SW BOUND AT 400 FEET 3 NE BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",2024-07-16,CLT,SW BOUND,1040E,BOSTON ATCT,CLT - BOS,3 NE BOS,AT 400 FEET
7626,,CALIFORNIA,LOS ANGELES,"PRELIM INFO FROM FAA OPS: LOS ANGELES, CA/UAS SIGHTING/1314P/SOCAL TRACON ADVISED, A321, JFK - LAX, REPORTED A SILVER UAS AT 11 O'CLOCK POSITION AT 7,500 FEET WHILE W BOUND 28 ENE LOS ANGELES. EVASIVE ACTION NOT REPORTED. LAPD NOTIFIED.",2024-07-16,JFK,W BOUND,1314P,SOCAL TRACON,JFK - LAX,28 ENE LOS ANGELES,"AT 7,500 FEET"
7627,,NEW JERSEY,ATLANTIC CITY,"PRELIM INFO FROM FAA OPS: ATLANTIC CITY, NJ/UAS SIGHTING/1251E/ATLANTIC CITY ATCT ADVISED, B738, LAN - ACY, REPORTED A QUAD COPTER UAS 500 FEET BELOW ACFT WHILE NW BOUND AT 1,700 FEET ON 6 MILE FINAL RUNWAY 31. NO EVASIVE ACTION TAKEN. ABSECON PD NOTIFIED.",2024-07-18,ACY,NW BOUND,1251E,ATLANTIC CITY ATCT,LAN - ACY,,"AT 1,700 FEET"
7628,,MONTANA,BILLINGS,"PRELIM INFO FROM FAA OPS: BILLINGS, MT/UAS SIGHTING/1713M/BILLINGS ATCT ADVISED, AIRBUS BK17, REPORTED A UAS WHILE SE BOUND AT 4,500 FEET 2 ENE BIL. NO EVASIVE ACTION TAKEN. BILLINGS FIRE DISPATCH NOTIFIED.",2024-07-18,BIL,SE BOUND,1713M,BILLINGS ATCT,,2 ENE BIL,"AT 4,500 FEET"
7629,,INDIANA,EVANSVILLE,"PRELIM INFO FROM FAA OPS: EVANSVILLE, IN/UAS SIGHTING/2040E/EVANSVILLE ATCT ADVISED, CESSNA C172, AJG - I83, REPORTED A UAS FROM THE 9 O'CLOCK POSITION WHILE E BOUND AT 3,300 FEET 45 NE EVV. NO EVASIVE ACTION TAKEN. DAVIESS COUNTY SHERIFF NOTIFIED.",2024-07-18,I83,E BOUND,2040E,EVANSVILLE ATCT,,45 NE EVV,"AT 3,300 FEET"
7630,,FLORIDA,FORT MYERS,"PRELIM INFO FROM FAA OPS: FORT MYERS, FL/UAS SIGHTING/1351E/FORT MYERS ATCT ADVISED, B739, ATL - RSW, REPORTED A SILVER UAS 200 FEET BELOW ACFT FROM THE 12 O'CLOCK POSITION WHILE WSW BOUND AT 2,000 FEET 6 NE RSW. NO EVASIVE ACTION TAKEN. LEE COUNTY SHERIFF NOTIFIED.",2024-07-18,LEE,WSW BOUND,1351E,FORT MYERS ATCT,ATL - RSW,6 NE RSW,"AT 2,000 FEET"
7631,,SOUTH CAROLINA,GREER,"PRELIM INFO FROM FAA OPS: GREER, SC/UAS SIGHTING/1915E/GREER ATCT ADVISED, CRJ9, CLT - GSP, REPORTED A UAS FROM THE 3 O'CLOCK POSITION WHILE NW BOUND AT 3,000 FEET 15 SSW GSP. NO EVASIVE ACTION TAKEN. GREENVILLE COUNTY SHERIFF NOTIFIED.",2024-07-18,GSP,NW BOUND,1915E,GREER ATCT,CLT - GSP,15 SSW GSP,"AT 3,000 FEET"
7632,,CALIFORNIA,SAN DIEGO,"PRELIM INFO FROM FAA OPS: SAN DIEGO, CA/UAS SIGHTING/1508P/SAN DIEGO ATCT ADVISED, A321, ATL - SAN, REPORTED A UAS WHILE W BOUND AT 1,800 FEET 4 E SAN. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-18,SAN,W BOUND,1508P,SAN DIEGO ATCT,ATL - SAN,4 E SAN,"AT 1,800 FEET"
7633,,MASSACHUSETTS,BOSTON,"PRELIM INFO FROM FAA OPS: BOSTON, MA/UAS SIGHTING/LATE REPORT-2005E/BOSTON TRACON ADVISED, CESSNA C402, BOS - BHB, REPORTED A BLACK AND SILVER UAS BELOW THE ACFT WHILE WNW BOUND AT 2,000 FEET 4 WNW BOS. NO EVASIVE ACTION TAKEN. MASSACHUSETTS STATE PD NOTIFIED.",2024-07-19,AND,WNW BOUND,,BOSTON TRACON,BOS - BHB,4 WNW BOS,"AT 2,000 FEET"
7634,,CALIFORNIA,LINCOLN,"PRELIM INFO FROM FAA OPS: LINCOLN, CA/UAS SIGHTING/0854P/NORCAL TRACON ADVISED, PIPER P28A, REPORTED A UAS OFF LEFT SIDE WHILE NNW BOUND AT 3,300 FEET 6 SSE LHM. NO EVASIVE ACTION TAKEN. LINCOLN PD NOTIFIED.",2024-07-19,OFF,NNW BOUND,0854P,NORCAL TRACON,,6 SSE LHM,"AT 3,300 FEET"
7635,,FLORIDA,MIAMI,"PRELIM INFO FROM FAA OPS: MIAMI, FL/UAS SIGHTING/2110E/MIAMI ARTCC ADVISED, E170, MIA - CVG, REPORTED A BLACK AND GREY UAS FROM THE 9 O'CLOCK WHILE NORTHBOUND AT 13,500 FEET 25 N DOLPHIN VOR. NO EVASIVE ACTION TAKEN FBI NOTIFIED.",2024-07-19,AND,,2110E,MIAMI ARTCC,MIA - CVG,25 N DOLPHIN VOR,"AT 13,500 FEET"
7636,,NEW YORK,NEW YORK,"PRELIM INFO FROM FAA OPS: NEW YORK, NY/UAS SIGHTING/1004E/KENNEDY ATCT ADVISED, CRJ9, ROC - JFK, REPORTED A SILVER UAS OFF LEFT SIDE WHILE NW BOUND AT 1,500 FEET 4 SE JFK. NO EVASIVE ACTION TAKEN. LOCAL LEO NOTIFIED.",2024-07-19,JFK,NW BOUND,1004E,KENNEDY ATCT,ROC - JFK,4 SE JFK,"AT 1,500 FEET"
7637,,NEW JERSEY,NEWARK,"PRELIM INFO FROM FAA OPS: NEWARK, NJ/UAS SIGHTING/1112E/NEWARK ATCT ADVISED, B763, SJU - EWR, REPORTED A WHITE UAS FROM THE 9 O'CLOCK POSITION WHILE NE BOUND AT 900 FEET ON 3 MILE FINAL RUNWAY 4R EWR. NO EVASIVE ACTION TAKEN. PORT AUTHORITY NOTIFIED.",2024-07-19,EWR,NE BOUND,1112E,NEWARK ATCT,SJU - EWR,,AT 900 FEET
7638,,WASHINGTON,RENTON,"PRELIM INFO FROM FAA OPS: RENTON, WA/UAS SIGHTING/0950P/RENTON ATCT ADVISED, CESSNA C172, REPORTED A GREEN UAS WHILE WNW BOUND AT 1,500 FEET 2.5 ESE RNT. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-19,RNT,WNW BOUND,0950P,RENTON ATCT,,,"AT 1,500 FEET"
7639,,CALIFORNIA,VAN NUYS,"PRELIM INFO FROM FAA OPS: VAN NUYS, CA/UAS SIGHTING/1050P/VAN NUYS ATCT ADVISED, ROBINSON R44, REPORTED A UAS WHILE NNW BOUND AT 2,500 FEET 6 NNW VNY. NO EVASIVE ACTION TAKEN. LEO NOTIFICATION NOT REPORTED.",2024-07-19,VNY,NNW BOUND,1050P,VAN NUYS ATCT,,6 NNW VNY,"AT 2,500 FEET"
